,NPS_Score,NPS_Category,Timely_delivery,No_of_calls_in_an_Order,Loyalty_Years,C_Marital_Status,Tier_City,Mode_of_Payment,No_of_Items_in_Order,Gender,Order_Mode,Score_on_Food_Quality,Score_on_Order_Logistics,Menu_Presentation_Score,Score_on_Recommendations,Score_on_Delivery_Person_Friendliness,labels
359,7,1,0,4,2,1,2,2,4,0,0,7,1,7,5,8,1.0
360,0,0,0,4,10,0,0,0,2,1,0,8,5,5,1,4,1.0
361,6,0,0,4,10,1,1,3,1,0,0,9,10,5,5,4,0.0
362,9,2,0,4,3,0,2,1,6,1,0,7,4,8,8,5,2.0
363,4,0,0,4,2,1,0,2,2,0,0,3,7,4,2,1,0.0
364,10,2,1,4,2,0,0,0,8,1,2,8,2,2,5,10,2.0
365,7,1,0,4,6,1,2,3,4,0,0,5,1,6,2,6,1.0
366,8,1,1,4,3,0,0,1,7,1,1,7,4,1,7,3,1.0
367,8,1,0,4,2,1,1,2,7,0,2,1,9,5,7,6,2.0
368,10,2,1,4,1,0,0,0,9,1,2,2,7,8,3,7,2.0
369,2,0,0,4,8,1,0,3,1,0,0,2,8,4,9,3,0.0
370,3,0,0,4,7,0,1,1,2,1,0,4,5,1,1,6,1.0
371,7,1,0,4,9,1,2,2,2,0,0,5,3,3,9,4,1.0
372,7,1,1,4,4,0,0,0,5,1,1,3,3,2,6,1,1.0
373,4,0,0,4,7,1,1,3,4,0,0,8,9,4,4,5,0.0
374,9,2,0,4,2,0,2,1,2,1,0,7,2,9,10,8,2.0
375,1,0,0,4,5,1,0,2,6,0,0,3,1,5,9,3,1.0
376,6,0,0,4,9,0,1,0,2,1,0,2,8,9,3,2,0.0
377,7,1,0,4,5,1,2,3,5,0,0,4,9,2,9,8,2.0
378,1,0,0,4,7,0,0,1,1,1,0,4,9,10,8,6,0.0
379,5,0,0,4,10,1,1,2,6,0,0,3,10,8,3,2,0.0
380,9,2,1,4,3,0,0,0,8,1,2,9,9,1,7,10,2.0
381,9,2,0,4,7,0,0,3,6,0,2,10,1,6,6,10,2.0
382,10,2,1,4,10,0,0,1,8,1,2,9,8,8,1,8,2.0
383,7,1,0,4,3,1,2,2,1,0,0,5,8,2,4,7,0.0
384,1,0,0,4,8,0,0,0,3,1,0,1,10,7,6,6,0.0
385,5,0,0,4,4,1,1,3,2,0,0,9,3,10,3,1,1.0
386,9,2,0,4,5,0,2,1,1,1,0,8,9,8,1,6,0.0
387,8,1,0,4,10,1,0,2,7,0,1,4,9,9,6,5,0.0
388,1,0,0,4,7,0,1,0,6,1,0,3,9,8,6,1,0.0
389,7,1,0,4,9,1,2,3,2,0,0,8,3,7,3,6,1.0
390,0,0,0,4,4,0,0,1,5,1,0,3,1,5,7,6,1.0
391,8,1,0,4,4,1,1,2,7,0,2,6,7,2,3,2,0.0
392,7,1,0,4,10,0,2,0,7,1,0,5,6,8,5,7,2.0
393,2,0,0,4,2,1,0,3,5,0,0,3,3,7,3,5,1.0
394,1,0,0,4,8,0,1,1,4,1,0,6,1,5,8,2,1.0
395,8,1,1,4,10,1,2,2,2,0,0,6,9,6,3,2,0.0
396,6,0,0,4,7,0,0,0,4,1,0,8,4,6,7,2,1.0
397,4,0,0,4,5,1,1,3,3,0,0,6,3,6,8,5,1.0
398,9,2,1,4,10,0,2,1,6,1,0,5,10,4,9,1,0.0
399,8,1,0,4,5,1,0,2,4,0,1,9,8,4,10,4,0.0
400,7,1,1,4,3,0,1,0,1,1,2,4,1,6,9,8,1.0
401,7,1,1,4,8,1,2,3,6,0,0,8,8,5,7,8,2.0
402,0,0,0,4,4,0,0,1,1,1,0,2,1,8,8,3,1.0
403,1,0,0,4,7,1,1,2,7,0,0,6,10,3,7,4,0.0
404,9,2,1,4,8,0,0,0,9,1,2,10,7,5,7,10,2.0
405,6,0,0,4,8,1,0,3,7,0,0,5,4,5,5,4,1.0
406,1,0,0,4,4,0,1,1,4,1,0,6,9,4,1,6,0.0
407,7,1,0,4,1,1,2,2,7,0,0,7,10,8,9,6,0.0
408,6,0,0,4,8,0,0,0,1,1,0,6,6,3,1,4,0.0
409,4,0,0,4,1,1,1,3,3,0,0,8,4,2,7,3,1.0
410,9,2,0,4,10,0,2,1,7,1,0,5,4,3,1,6,2.0
411,10,2,0,4,7,0,0,2,8,0,2,6,3,1,3,10,2.0
412,7,1,1,4,9,0,1,0,7,1,2,10,5,1,9,6,2.0
413,7,1,0,4,1,1,2,3,1,0,0,7,4,7,2,7,1.0
414,6,0,0,4,7,0,0,1,5,1,0,2,8,6,3,4,0.0
415,6,0,0,4,2,1,1,2,6,0,0,5,5,3,9,3,1.0
416,10,2,1,4,8,0,0,0,8,1,2,1,1,1,9,9,2.0
417,1,0,0,4,4,1,0,3,1,0,0,5,4,5,3,1,1.0
418,4,0,0,4,1,0,1,1,7,1,0,10,9,4,2,4,0.0
419,7,1,0,4,4,1,2,2,6,0,0,5,9,2,7,4,0.0
420,9,2,1,4,2,0,0,0,6,1,2,5,4,9,8,7,2.0
421,3,0,0,4,8,1,1,3,6,0,0,4,7,1,3,1,0.0
422,9,2,0,4,9,0,2,1,6,1,0,8,9,8,6,1,0.0
423,4,0,0,4,7,1,0,2,7,0,0,1,5,7,6,1,0.0
424,9,2,1,4,10,0,0,0,9,1,2,4,2,5,4,8,2.0
425,10,2,0,4,6,0,0,3,6,0,2,7,7,6,9,7,2.0
426,2,0,0,4,3,0,0,1,2,1,0,3,6,9,6,4,0.0
427,1,0,0,4,10,1,1,2,5,0,0,7,6,2,1,5,0.0
428,9,2,1,4,10,0,0,0,5,1,2,5,10,6,6,7,2.0
429,7,1,0,4,7,1,0,3,7,0,1,7,9,2,3,7,2.0
430,6,0,0,4,5,0,1,1,2,1,0,6,7,2,1,4,0.0
431,7,1,0,4,10,1,2,2,6,0,0,5,7,8,6,1,0.0
432,3,0,0,4,6,0,0,0,5,1,0,1,4,10,10,5,1.0
433,7,1,0,4,4,1,1,3,5,0,2,8,2,9,5,1,1.0
434,9,2,0,4,4,0,2,1,3,1,0,5,1,9,3,5,1.0
435,9,2,0,4,5,0,0,2,5,0,2,6,5,4,6,9,2.0
436,2,0,0,4,10,0,1,0,7,1,0,2,9,4,5,4,0.0
437,8,1,1,4,7,1,2,3,4,0,0,6,2,9,10,9,2.0
438,3,0,0,4,10,0,0,1,2,1,0,2,4,4,9,4,1.0
439,2,0,0,4,8,1,1,2,1,0,0,5,2,7,4,2,1.0
440,7,1,0,4,8,0,2,0,3,1,0,7,9,3,2,10,2.0
441,7,1,0,4,10,1,0,3,3,0,1,6,3,3,4,2,1.0
442,0,0,0,4,8,0,1,1,6,1,0,6,3,6,4,4,1.0
443,9,2,0,4,7,0,0,2,6,0,2,5,10,7,4,7,2.0
444,8,1,1,4,9,0,0,0,2,1,1,10,2,6,3,3,1.0
445,6,0,0,4,10,1,1,3,7,0,0,3,2,1,6,6,1.0
446,9,2,0,4,5,0,2,1,7,1,0,5,6,6,2,7,2.0
447,1,0,0,4,1,1,0,2,2,0,0,2,3,9,7,6,1.0
448,3,0,0,4,3,0,1,0,6,1,0,10,4,9,9,3,1.0
449,9,2,0,4,5,0,0,3,7,0,2,9,10,9,6,7,2.0
450,8,1,1,4,1,0,0,1,3,1,1,9,6,2,1,9,2.0
451,7,1,0,4,4,1,1,2,3,0,2,2,2,1,9,10,2.0
452,8,1,1,4,9,0,2,0,7,1,0,4,9,3,2,2,0.0
453,0,0,0,4,9,1,0,3,2,0,0,5,8,4,1,6,0.0
454,9,2,1,4,9,0,0,1,7,1,2,9,4,3,6,7,2.0
455,7,1,0,4,3,1,2,2,6,0,0,7,9,8,2,1,0.0
456,4,0,0,4,8,0,0,0,3,1,0,3,9,7,10,4,0.0
457,10,2,0,4,5,0,0,3,9,0,2,3,9,8,9,7,2.0
458,10,2,1,4,5,0,0,1,5,1,2,7,7,5,8,8,2.0
459,3,0,0,4,10,1,0,2,1,0,0,4,8,10,9,3,0.0
460,0,0,0,4,2,0,1,0,3,1,0,6,6,7,10,3,1.0
461,7,1,0,4,8,1,2,3,4,0,0,5,10,1,1,5,0.0
462,4,0,0,4,7,0,0,1,4,1,0,7,5,7,3,2,1.0
463,6,0,0,4,1,1,1,2,3,0,0,5,4,3,10,6,1.0
464,7,1,0,4,7,0,2,0,6,1,0,7,7,10,5,6,2.0
465,2,0,0,4,10,1,0,3,4,0,0,1,5,4,9,6,1.0
466,4,0,0,4,2,0,1,1,5,1,0,7,6,7,2,4,0.0
467,10,2,0,4,6,0,0,2,6,0,2,8,6,3,10,7,2.0
468,5,0,0,4,9,0,0,0,2,1,0,7,8,9,4,2,0.0
469,9,2,0,4,5,0,0,3,5,0,2,1,5,5,9,8,2.0
470,9,2,1,4,2,0,2,1,5,1,0,4,7,5,1,6,2.0
471,9,2,0,4,7,0,0,2,5,0,2,5,9,8,7,7,2.0
472,5,0,0,4,7,0,1,0,4,1,0,2,7,4,1,6,0.0
473,8,1,1,4,3,1,2,3,1,0,0,4,10,6,3,7,0.0
474,5,0,0,4,5,0,0,1,2,1,0,7,9,2,1,4,0.0
475,3,0,0,4,6,1,1,2,6,0,0,7,6,10,4,6,0.0
476,8,1,1,4,1,0,2,0,2,1,0,4,9,6,10,7,0.0
477,4,0,0,4,2,1,0,3,5,0,0,7,8,1,2,3,0.0
478,7,1,1,4,2,0,1,1,7,1,2,5,9,7,10,3,0.0
479,7,1,0,4,7,1,2,2,2,0,0,7,2,7,3,2,1.0
480,2,0,0,4,1,0,0,0,6,1,0,9,10,5,9,1,0.0
481,5,0,0,4,1,1,1,3,3,0,0,8,8,3,6,6,0.0
482,7,1,0,4,1,0,2,1,4,1,0,8,9,10,4,5,0.0
483,1,0,0,4,8,1,0,2,1,0,0,10,8,9,4,4,0.0
484,8,1,1,4,6,0,1,0,1,1,2,10,3,2,1,7,2.0
485,7,1,0,4,2,1,2,3,1,0,0,7,3,5,8,7,1.0
486,6,0,0,4,5,0,0,1,1,1,0,2,8,2,3,4,0.0
487,1,0,0,4,2,1,1,2,4,0,0,7,1,5,2,2,1.0
488,8,1,1,4,9,0,2,0,5,1,0,7,10,7,5,1,0.0
489,6,0,0,4,8,1,0,3,6,0,0,2,6,10,5,1,0.0
490,5,0,0,4,2,0,1,1,2,1,0,8,9,2,5,6,0.0
491,7,1,0,4,6,1,2,2,1,0,0,5,5,6,3,9,2.0
492,1,0,0,4,9,0,0,0,2,1,0,2,10,10,1,4,0.0
493,4,0,0,4,2,1,1,3,2,0,0,4,2,10,7,1,1.0
494,7,1,0,4,7,0,2,1,5,1,0,5,9,10,6,1,0.0
495,10,2,0,4,6,0,0,2,7,0,2,9,1,7,10,8,2.0
496,2,0,0,4,3,0,1,0,3,1,0,8,2,3,8,2,1.0
497,7,1,0,4,7,1,2,3,2,0,0,7,1,9,10,3,1.0
498,4,0,0,4,8,0,0,1,1,1,0,4,5,4,1,5,1.0
499,2,0,0,4,7,1,1,2,4,0,0,6,5,3,1,6,1.0
500,7,1,0,4,8,0,2,0,2,1,0,7,6,2,2,3,0.0
501,5,0,0,4,6,1,0,3,6,0,0,5,1,10,10,4,1.0
502,7,1,1,4,8,0,1,1,7,1,2,8,9,7,6,2,0.0
503,7,1,0,4,2,1,2,2,1,0,0,6,9,4,10,9,2.0
504,2,0,0,4,3,0,0,0,2,1,0,7,5,9,1,3,1.0
505,3,0,0,4,3,1,1,3,7,0,0,5,1,8,8,2,1.0
506,9,2,1,4,10,0,0,1,6,1,2,3,3,2,4,7,2.0
507,7,1,0,4,7,1,0,2,3,0,1,1,9,1,2,2,0.0
508,6,0,0,4,10,0,1,0,7,1,0,6,1,4,5,1,1.0
509,7,1,0,4,3,1,2,3,7,0,0,8,10,1,4,4,0.0
510,4,0,0,4,4,0,0,1,3,1,0,4,1,3,7,5,1.0
511,7,1,0,4,6,1,1,2,6,0,2,3,7,5,3,5,0.0
512,7,1,0,4,8,0,2,0,1,1,0,5,8,5,3,1,0.0
513,2,0,0,4,5,1,0,3,7,0,0,5,9,9,7,3,0.0
514,7,1,1,4,6,0,1,1,6,1,2,9,8,6,3,4,0.0
515,7,1,0,4,1,1,2,2,7,0,0,8,10,8,2,6,0.0
516,2,0,0,4,3,0,0,0,1,1,0,3,9,5,6,4,0.0
517,8,1,0,4,7,1,1,3,5,0,2,10,5,5,8,8,2.0
518,7,1,0,4,6,0,2,1,3,1,0,8,1,5,6,10,2.0
519,5,0,0,4,1,1,0,2,5,0,0,9,9,5,1,5,0.0
520,2,0,0,4,10,0,1,0,2,1,0,6,5,8,1,6,1.0
521,7,1,0,4,10,1,2,3,1,0,0,4,3,6,10,4,1.0
522,8,1,1,4,7,0,0,1,5,1,1,2,4,3,10,8,2.0
523,5,0,0,4,4,1,1,2,7,0,0,9,4,3,4,3,1.0
524,7,1,0,4,4,0,2,0,3,1,0,4,2,10,2,8,1.0
525,9,2,0,4,6,0,0,3,5,0,2,9,10,6,7,8,2.0
526,9,2,1,4,10,0,0,1,6,1,2,8,9,3,4,9,2.0
527,10,2,0,4,5,0,0,2,5,0,2,7,6,3,8,10,2.0
528,4,0,0,4,3,0,0,0,7,1,0,3,6,3,7,6,0.0
529,4,0,0,4,3,1,1,3,1,0,0,7,8,2,9,5,0.0
530,7,1,0,4,1,0,2,1,5,1,0,4,3,4,10,7,1.0
531,7,1,0,4,10,1,0,2,6,0,1,7,3,8,2,6,2.0
532,4,0,0,4,2,0,1,0,2,1,0,4,2,2,1,3,1.0
533,7,1,0,4,7,1,2,3,5,0,0,8,7,9,3,3,0.0
534,8,1,1,4,5,0,0,1,5,1,1,4,9,1,2,2,0.0
535,7,1,0,4,5,1,1,2,1,0,2,9,2,7,4,5,1.0
536,7,1,0,4,5,0,2,0,2,1,0,4,4,7,5,5,1.0
537,3,0,0,4,9,1,0,3,5,0,0,9,4,10,3,1,1.0
538,8,1,1,4,10,0,1,1,5,1,2,2,3,9,1,1,1.0
539,7,1,0,4,4,1,2,2,5,0,0,7,8,5,1,9,2.0
540,0,0,0,4,5,0,0,0,4,1,0,5,6,8,10,2,1.0
541,2,0,0,4,9,1,1,3,5,0,0,2,6,8,4,1,0.0
542,7,1,0,4,7,0,2,1,1,1,0,7,8,6,6,10,2.0
543,2,0,0,4,1,1,0,2,1,0,0,6,6,1,2,4,0.0
544,3,0,0,4,5,0,1,0,3,1,0,2,4,5,1,2,1.0
545,7,1,0,4,6,1,2,3,3,0,0,7,1,6,9,4,1.0
546,6,0,1,4,1,0,0,1,6,1,0,8,8,9,5,6,0.0
547,10,2,1,4,5,0,0,2,6,0,2,3,10,2,10,10,2.0
548,10,2,0,4,8,0,0,0,7,1,2,4,10,4,5,8,2.0
549,8,1,0,4,4,1,0,3,4,0,1,7,2,8,9,6,1.0
550,7,1,1,4,5,0,1,1,2,1,2,4,8,6,9,7,0.0
551,7,1,1,4,2,1,2,2,4,0,0,4,6,4,9,10,2.0
552,3,0,0,4,7,0,0,0,3,1,0,5,10,8,8,1,0.0
553,10,2,0,4,5,0,0,3,5,0,2,1,1,10,9,10,2.0
554,8,1,1,4,2,0,2,1,1,1,0,4,7,7,6,5,0.0
555,6,0,0,4,10,1,0,2,4,0,0,3,8,9,10,4,0.0
556,4,0,0,4,6,0,1,0,5,1,0,3,9,7,2,3,0.0
557,7,1,0,4,2,1,2,3,7,0,0,8,10,9,8,10,2.0
558,4,0,0,4,6,0,0,1,3,1,0,2,2,9,9,6,1.0
559,2,0,0,4,1,1,1,2,6,0,0,4,2,3,10,2,1.0
560,7,1,0,4,2,0,2,0,2,1,0,6,6,3,7,4,0.0
561,3,0,0,4,5,1,0,3,4,0,0,7,10,2,9,5,0.0
562,0,0,0,4,1,0,1,1,1,1,0,1,6,2,7,1,0.0
563,7,1,0,4,3,1,2,2,5,0,0,5,3,10,9,7,1.0
564,9,2,1,4,4,0,0,0,6,1,2,6,6,10,1,10,2.0
565,9,2,0,4,7,0,0,3,7,0,2,10,7,10,3,10,2.0
566,7,1,0,4,3,0,2,1,6,1,0,8,9,5,9,9,2.0
567,3,0,0,4,3,1,0,2,1,0,0,5,10,5,1,6,0.0
568,2,0,0,4,5,0,1,0,2,1,0,7,8,1,1,6,0.0
569,7,1,0,4,7,1,2,3,7,0,0,6,2,3,6,10,2.0
570,3,0,0,4,1,0,0,1,3,1,0,10,8,1,6,1,0.0
571,10,2,0,4,7,0,0,2,9,0,2,3,9,3,6,10,2.0
572,7,1,1,4,10,0,2,0,2,1,0,4,9,7,9,5,0.0
573,3,0,0,4,4,1,0,3,3,0,0,2,9,3,7,4,0.0
574,9,2,1,4,7,0,0,1,7,1,2,1,8,4,1,7,2.0
575,8,1,1,4,3,1,2,2,7,0,0,4,4,10,8,3,1.0
576,5,0,0,4,4,0,0,0,6,1,0,7,3,1,10,6,1.0
577,10,2,0,4,6,0,0,3,10,0,2,5,5,9,7,9,2.0
578,7,1,0,4,10,0,2,1,3,1,0,4,4,10,9,6,1.0
579,8,1,0,4,10,1,0,2,6,0,1,4,3,4,1,3,1.0
580,0,0,0,4,1,0,1,0,2,1,0,9,4,3,2,4,1.0
581,10,2,0,4,7,0,0,3,6,0,2,9,10,2,2,10,2.0
582,1,0,0,4,8,0,0,1,4,1,0,1,10,8,7,5,0.0
583,0,0,0,4,1,1,1,2,2,0,0,1,9,3,3,6,0.0
584,7,1,0,4,1,0,2,0,4,1,0,4,9,9,4,2,0.0
585,5,0,0,4,10,1,0,3,6,0,0,7,1,1,9,1,1.0
586,6,0,0,4,2,0,1,1,2,1,0,10,8,4,8,3,0.0
587,7,1,0,4,10,1,2,2,3,0,0,6,3,1,9,1,1.0
588,6,0,0,4,8,0,0,0,1,1,0,8,10,3,9,1,0.0
589,9,2,0,4,7,0,0,3,7,0,2,9,5,9,3,7,2.0
590,9,2,1,4,2,0,0,1,10,1,2,9,10,3,6,10,2.0
591,2,0,0,4,4,1,0,2,1,0,0,5,7,2,9,1,0.0
592,2,0,0,4,9,0,1,0,4,1,0,2,5,8,7,5,1.0
593,7,1,0,4,7,1,2,3,6,0,0,6,1,5,10,9,2.0
594,6,0,0,4,5,0,0,1,7,1,0,8,2,6,2,1,1.0
595,5,0,0,4,2,1,1,2,1,0,0,8,1,9,3,2,1.0
596,7,1,0,4,1,0,2,0,4,1,0,7,9,4,9,3,0.0
597,5,0,0,4,4,1,0,3,3,0,0,7,9,6,2,4,0.0
598,6,0,0,4,9,0,1,1,3,1,0,6,6,9,10,1,0.0
599,9,2,0,4,5,0,0,2,8,0,2,3,10,6,4,8,2.0
600,6,0,0,4,5,0,0,0,5,1,0,2,9,4,10,5,0.0
601,1,0,0,4,5,1,1,3,1,0,0,6,10,8,1,1,0.0
602,7,1,0,4,1,0,2,1,7,1,0,5,10,9,2,8,2.0
603,7,1,0,4,3,1,0,2,2,0,1,5,5,10,4,4,1.0
604,2,0,0,4,3,0,1,0,5,1,0,6,3,8,9,5,1.0
605,8,1,0,4,5,1,2,3,2,0,0,5,6,2,5,1,0.0
606,5,0,0,4,8,0,0,1,4,1,0,7,1,3,6,2,1.0
607,2,0,0,4,4,1,1,2,4,0,0,3,6,1,6,1,0.0
608,7,1,0,4,7,0,2,0,1,1,0,8,7,4,9,9,2.0
609,0,0,0,4,8,1,0,3,2,0,0,7,1,10,4,6,1.0
610,8,1,1,4,1,0,1,1,5,1,2,5,7,6,2,2,0.0
611,7,1,0,4,3,1,2,2,2,0,0,6,7,1,9,2,0.0
612,4,0,0,4,5,0,0,0,5,1,0,10,10,6,1,3,0.0
613,8,1,0,4,3,1,1,3,3,0,2,10,4,9,6,5,1.0
614,7,1,0,4,6,0,2,1,1,1,0,4,3,1,5,4,1.0
615,6,0,0,4,8,1,0,2,6,0,0,3,4,9,3,6,1.0
616,4,0,0,4,9,0,1,0,6,1,0,10,6,3,8,6,0.0
617,7,1,0,4,4,1,2,3,6,0,0,7,5,1,9,6,2.0
618,2,0,0,4,2,0,0,1,7,1,0,9,6,6,4,2,1.0
619,5,0,0,4,10,1,1,2,2,0,0,5,9,8,3,1,0.0
620,7,1,1,4,7,0,2,0,1,1,0,5,8,7,10,3,0.0
621,5,0,0,4,4,1,0,3,4,0,0,6,6,3,2,5,0.0
622,4,0,0,4,3,0,1,1,3,1,0,10,9,9,2,2,0.0
623,7,1,0,4,7,1,2,2,4,0,0,7,5,4,7,1,1.0
624,10,2,1,4,3,0,0,0,9,1,2,3,9,3,1,7,2.0
625,9,2,0,4,6,0,0,3,8,0,2,6,7,9,3,9,2.0
626,7,1,1,4,4,0,2,1,6,1,0,4,6,4,6,10,2.0
627,6,0,0,4,6,1,0,2,6,0,0,8,3,10,5,2,1.0
628,4,0,0,4,7,0,1,0,7,1,0,2,7,1,5,6,0.0
629,10,2,0,4,6,0,0,3,6,0,2,1,10,3,10,10,2.0
630,2,0,0,4,4,0,0,1,5,1,0,7,3,3,8,2,1.0
631,2,0,0,4,9,1,1,2,5,0,0,8,4,1,8,4,1.0
632,7,1,0,4,9,0,2,0,3,1,0,8,2,6,8,3,1.0
633,8,1,0,4,5,1,0,3,4,0,1,6,2,4,3,6,1.0
634,3,0,0,4,6,0,1,1,5,1,0,5,1,7,4,2,1.0
635,7,1,0,4,6,1,2,2,4,0,0,5,9,4,8,5,0.0
636,6,0,0,4,1,0,0,0,1,1,0,8,7,1,2,6,0.0
637,3,0,0,4,4,1,1,3,3,0,0,4,5,2,7,5,1.0
638,9,2,1,4,5,0,2,1,1,1,0,8,5,6,2,6,2.0
639,8,1,0,4,5,1,0,2,4,0,1,10,5,9,1,10,2.0
640,3,0,0,4,6,0,1,0,6,1,0,5,4,8,6,1,1.0
641,8,1,0,4,1,1,2,3,2,0,0,7,10,2,4,6,0.0
642,8,1,1,4,3,0,0,1,6,1,1,10,2,7,1,3,1.0
643,4,0,0,4,7,1,1,2,5,0,0,6,10,6,4,2,0.0
644,7,1,0,4,8,0,2,0,4,1,0,6,2,2,6,4,1.0
645,1,0,0,4,6,1,0,3,2,0,0,4,3,8,10,6,1.0
646,1,0,0,4,2,0,1,1,3,1,0,6,7,9,7,1,0.0
647,8,1,0,4,3,1,2,2,4,0,0,8,6,6,3,8,2.0
648,3,0,0,4,8,0,0,0,1,1,0,9,3,6,1,3,1.0
649,2,0,0,4,4,1,1,3,1,0,0,10,9,9,1,1,0.0
650,9,2,0,4,5,0,2,1,3,1,0,6,2,3,2,8,2.0
651,4,0,0,4,5,1,0,2,2,0,0,1,2,1,7,3,1.0
652,0,0,0,4,10,0,1,0,5,1,0,10,9,8,7,6,0.0
653,7,1,0,4,8,1,2,3,1,0,0,7,9,3,8,3,0.0
654,6,0,0,4,6,0,0,1,5,1,0,1,2,6,10,3,1.0
655,1,0,0,4,4,1,1,2,1,0,0,8,7,10,7,6,0.0
656,7,1,0,4,7,0,2,0,1,1,0,7,3,3,6,7,1.0
657,7,1,0,4,9,1,0,3,2,0,1,9,2,5,2,2,1.0
658,10,2,1,4,2,0,0,1,7,1,2,5,5,9,9,7,2.0
659,7,1,0,4,7,1,2,2,7,0,0,8,1,4,7,10,2.0
660,0,0,0,4,7,0,0,0,5,1,0,8,5,1,1,5,1.0
661,4,0,0,4,3,1,1,3,1,0,0,2,9,3,2,4,0.0
662,9,2,0,4,3,0,2,1,1,1,0,8,5,8,6,6,2.0
663,10,2,0,4,6,0,0,2,7,0,2,5,8,2,6,7,2.0
664,7,1,1,4,5,0,1,0,2,1,2,6,3,7,3,7,1.0
665,7,1,0,4,6,1,2,3,6,0,0,8,4,3,1,7,2.0
666,6,0,0,4,10,0,0,1,1,1,0,5,5,10,7,2,1.0
667,6,0,0,4,3,1,1,2,1,0,0,2,8,10,3,4,0.0
668,7,1,0,4,4,0,2,0,7,1,0,7,2,1,1,10,2.0
669,6,0,0,4,5,1,0,3,1,0,0,8,2,3,10,2,1.0
670,5,0,0,4,10,0,1,1,3,1,0,10,6,2,4,6,0.0
671,7,1,0,4,1,1,2,2,6,0,0,7,9,8,8,5,0.0
672,7,1,1,4,10,0,0,0,3,1,1,7,10,5,9,6,0.0
673,7,1,0,4,5,1,1,3,6,0,2,3,1,4,8,7,2.0
674,9,2,0,4,9,0,2,1,4,1,0,7,1,4,8,4,1.0
675,3,0,0,4,10,1,0,2,1,0,0,7,3,2,7,3,1.0
676,10,2,1,4,1,0,0,0,7,1,2,1,1,5,7,8,2.0
677,7,1,0,4,7,1,2,3,7,0,0,5,6,3,9,3,0.0
678,8,1,1,4,1,0,0,1,3,1,1,3,8,2,2,2,0.0
679,6,0,0,4,9,1,1,2,6,0,0,7,6,1,7,6,2.0
680,7,1,0,4,9,0,2,0,4,1,0,8,2,6,5,1,1.0
681,9,2,0,4,5,0,0,3,9,0,2,1,8,3,1,8,2.0
682,10,2,1,4,7,0,0,1,5,1,2,9,10,1,5,10,2.0
683,7,1,0,4,3,1,2,2,4,0,0,5,7,6,2,7,2.0
684,9,2,1,4,10,0,0,0,6,1,2,4,5,6,9,10,2.0
685,10,2,0,4,5,0,0,3,9,0,2,2,6,6,5,9,2.0
686,9,2,0,4,10,0,2,1,1,1,0,7,3,8,8,2,1.0
687,0,0,0,4,2,1,0,2,6,0,0,4,3,2,9,2,1.0
688,10,2,1,4,8,0,0,0,8,1,2,10,4,5,3,10,2.0
689,7,1,0,4,8,1,2,3,1,0,0,5,8,7,3,6,0.0
690,2,0,0,4,8,0,0,1,7,1,0,4,6,5,7,4,0.0
691,7,1,0,4,5,1,1,2,7,0,2,4,1,5,1,10,2.0
692,7,1,0,4,4,0,2,0,7,1,0,4,10,5,3,6,0.0
693,0,0,0,4,1,1,0,3,7,0,0,6,7,7,10,1,0.0
694,5,0,0,4,3,0,1,1,4,1,0,4,6,4,4,2,0.0
695,7,1,0,4,10,1,2,2,5,0,0,7,9,5,9,2,0.0
696,10,2,1,4,4,0,0,0,6,1,2,5,7,7,2,9,2.0
697,3,0,0,4,6,1,1,3,4,0,0,2,9,4,1,4,0.0
698,9,2,0,4,8,0,2,1,7,1,0,8,9,1,7,2,0.0
699,0,0,0,4,9,1,0,2,3,0,0,5,9,4,4,6,0.0
700,4,0,0,4,2,0,1,0,3,1,0,2,8,6,5,4,0.0
701,7,1,0,4,5,1,2,3,3,0,0,5,9,2,3,1,0.0
702,5,0,0,4,7,0,0,1,5,1,0,10,10,8,9,1,0.0
703,3,0,0,4,4,1,1,2,7,0,0,3,10,4,7,2,0.0
704,8,1,1,4,6,0,2,0,1,1,0,6,3,4,4,5,1.0
705,0,0,0,4,7,1,0,3,7,0,0,5,5,4,7,2,1.0
706,2,0,0,4,6,0,1,1,7,1,0,4,10,2,1,2,0.0
707,7,1,0,4,8,1,2,2,1,0,0,8,5,8,6,10,2.0
708,6,0,0,4,6,0,0,0,2,1,0,5,5,6,7,6,1.0
709,3,0,0,4,1,1,1,3,4,0,0,9,6,5,10,6,1.0
710,9,2,0,4,6,0,2,1,5,1,0,4,6,4,7,5,2.0
711,1,0,0,4,3,1,0,2,7,0,0,4,9,6,9,4,0.0
712,0,0,0,4,8,0,1,0,5,1,0,10,1,9,1,4,1.0
713,7,1,0,4,9,1,2,3,5,0,0,6,4,1,6,6,2.0
714,1,0,0,4,7,0,0,1,6,1,0,7,10,7,9,1,0.0
715,9,2,0,4,5,0,0,2,6,0,2,9,3,8,1,10,2.0
716,7,1,1,4,7,0,2,0,4,1,0,5,4,7,8,7,2.0
717,9,2,0,4,6,0,0,3,10,0,2,3,3,5,10,9,2.0
718,3,0,0,4,2,0,1,1,3,1,0,9,1,7,8,4,1.0
719,7,1,0,4,7,1,2,2,2,0,0,8,5,8,5,5,1.0
720,7,1,1,4,8,0,0,0,2,1,1,7,3,2,4,7,1.0
721,10,2,0,4,7,0,0,3,10,0,2,6,6,3,8,10,2.0
722,9,2,0,4,9,0,2,1,1,1,0,7,8,2,5,7,2.0
