credit.policy,purpose,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,not.fully.paid
1,small_business,0.1531,870.39,11.73606902,8.14,777,2340,431,3.5,0,0,0,1
1,debt_consolidation,0.0894,158.86,11.38509209,22.09,727,8400,20017,32,0,0,0,1
1,debt_consolidation,0.1392,136.55,10.26813067,7.83,677,1709.958333,3323,75.5,0,0,0,1
1,all_other,0.1253,836.66,11.66992921,12.64,732,7050,28821,52.2,0,0,0,1
1,debt_consolidation,0.1704,517.28,10.32875529,12.98,672,3900,2057,89.4,0,0,0,1
1,debt_consolidation,0.0894,293.89,10.08580911,22.25,737,12930,6738,28.2,0,0,0,1
1,small_business,0.1461,344.76,11.00209984,14.32,742,11312,41063,61.3,4,0,0,1
1,educational,0.1148,49.46,9.287301413,6.44,797,8939.958333,2763,9,5,0,0,1
1,small_business,0.1947,184.49,10.46310334,1.78,667,7619.958333,4198,44.2,0,1,0,1
1,all_other,0.1531,348.16,10.59663473,14.31,672,2789.958333,980,32.7,3,0,0,1
1,debt_consolidation,0.0859,347.72,9.952277717,16.46,752,3629.958333,4372,21.1,1,0,0,1
1,credit_card,0.1496,519.68,11.39414193,21.57,707,3599.958333,13724,87.4,0,0,0,1
1,debt_consolidation,0.1565,510.8,11.48246626,18.73,662,4440.041667,31485,58.6,0,0,0,1
1,all_other,0.1287,437.24,10.08580911,10.8,702,2640,9424,38.6,0,0,0,1
1,debt_consolidation,0.1426,626.08,10.858999,23.12,687,3627,13882,69.4,0,0,0,1
1,small_business,0.16,421.89,10.89673933,11.2,702,3945.958333,5418,33.9,3,0,0,1
1,debt_consolidation,0.1148,197.82,10.46253175,1.61,742,5369.958333,1926,6,4,3,0,1
1,debt_consolidation,0.1392,477.92,10.89673933,15,682,3853.041667,18270,52.7,0,0,0,1
1,debt_consolidation,0.1253,501.16,10.30895266,16.08,712,3629.958333,6327,66.6,1,0,0,1
1,debt_consolidation,0.1531,844.28,11.82041016,5.99,682,3930.958333,6548,63,0,0,0,1
1,home_improvement,0.1392,273.1,10.30895266,20.16,697,1409.958333,1923,76.9,1,0,0,1
1,all_other,0.1392,681.89,11.73606902,14.16,692,3629.958333,8641,41.9,0,0,0,1
1,debt_consolidation,0.1461,275.81,11.65268741,13.36,677,4349.958333,2884,96.8,2,0,0,1
1,all_other,0.1218,90.75,10.81977828,1.92,727,3209.958333,0,0,3,0,0,1
1,debt_consolidation,0.0774,280.97,10.9156156,11.88,777,11249.95833,8805,8.4,3,1,0,1
1,credit_card,0.1114,147.62,10.37349118,12.98,727,2069.958333,10491,27,3,0,0,1
1,credit_card,0.1913,918.02,11.90496755,18.54,662,4890,46031,77.4,1,1,0,1
1,debt_consolidation,0.1531,515.27,11.00209984,15.5,672,3629.958333,7237,45,1,1,0,1
1,credit_card,0.1357,509.53,11.30220443,0.81,752,4770,981,1.1,7,1,0,1
1,debt_consolidation,0.1357,285.34,10.81977828,5.78,682,4380.958333,3743,83.2,2,1,0,1
1,all_other,0.1322,219.71,10.59663473,8.64,757,3209.958333,6770,18.8,6,0,0,1
1,all_other,0.1426,41.17,8.476371197,13.75,702,2580,0,36.5,0,0,0,1
1,all_other,0.1253,167.34,9.700146629,4.85,722,1110,1231,11.8,3,0,0,1
1,debt_consolidation,0.1218,249.75,10.50012383,13.02,707,4140,6528,42.7,1,0,0,1
1,major_purchase,0.1183,165.67,11.39526742,5.66,702,5970,8950,31.1,2,0,0,1
1,debt_consolidation,0.1531,330.75,10.49127422,21.87,667,1500,7306,73.1,2,0,0,1
1,credit_card,0.1253,259.37,10.08029393,3.27,757,4319.958333,1709,94.9,3,0,0,1
1,credit_card,0.1287,269.07,11.33857208,6.19,727,5142,685,85.6,0,0,0,1
1,home_improvement,0.1287,168.17,10.87426647,16.57,682,3644.958333,1465,63.7,1,0,0,1
1,debt_consolidation,0.16,852.57,11.69524702,18.08,757,4019.958333,12067,20.7,0,0,0,1
1,major_purchase,0.1287,215.26,11.16726111,11.09,687,6660,12267,40,3,0,1,1
1,all_other,0.16,703.15,10.858999,0.6,682,2640.041667,1742,7.9,0,0,0,1
1,all_other,0.1531,146.23,10.30895266,9.8,667,1860,5256,93.9,0,0,0,1
1,all_other,0.1218,166.5,10.6896696,8.67,692,3239.958333,11797,68.2,0,0,0,1
1,debt_consolidation,0.1392,51.21,10.89673933,20.7,672,2400.041667,1449,90.6,1,0,0,1
1,debt_consolidation,0.0859,102.74,8.699514748,6,732,2157,1215,32.8,1,0,0,1
1,debt_consolidation,0.0894,158.86,10.96127785,14.33,727,7020.041667,2530,5.2,0,1,0,1
1,debt_consolidation,0.2121,746.24,11.73606902,19.87,662,7920,90063,79.6,1,0,0,1
1,all_other,0.1183,99.41,9.764225485,20.34,732,1920.041667,228,9.9,1,0,0,1
1,all_other,0.1148,32.97,10.13459927,11.57,702,5760,7569,74.2,2,0,0,1
1,debt_consolidation,0.1218,832.5,12.20607265,6.28,737,3690.041667,15169,35,0,0,0,1
1,all_other,0.1496,164.57,10.16277015,22.36,662,2850,275,3.2,3,1,0,1
1,all_other,0.1635,176.65,11.00209984,3.16,667,2880,0,0,1,0,0,1
1,major_purchase,0.0859,158.06,11.40756495,12.59,742,8040,3945,17.6,1,1,0,1
1,all_other,0.0859,31.62,11.22524339,2.42,752,5970.041667,5698,52.9,3,0,0,1
1,credit_card,0.16,562.52,10.77895629,20.6,662,4110.041667,10441,50.7,2,2,0,1
1,all_other,0.1461,275.81,11.01862914,12.59,667,2280.041667,15183,70.3,1,0,1,1
1,all_other,0.167,514.77,10.26813067,7.54,677,1230.041667,5465,80.4,2,0,0,1
1,debt_consolidation,0.1531,278.53,11.01862914,0.49,677,3030.041667,858,66,2,0,0,1
1,debt_consolidation,0.1565,524.8,11.98292909,3.41,687,2490,65872,59,2,0,0,1
1,debt_consolidation,0.1322,202.81,10.71441777,15.36,682,3870,6026,80.9,1,0,0,1
1,all_other,0.1253,66.94,10.37349118,9.04,687,1740,10186,50.7,0,0,0,1
1,debt_consolidation,0.1322,84.51,10.35210793,14.56,727,8160.041667,17806,99.4,0,0,0,1
1,all_other,0.1148,164.85,10.30895266,9.92,747,15692,452,90.4,0,0,0,1
1,debt_consolidation,0.1218,266.4,10.49127422,17.27,702,3990,7976,47.2,3,0,1,1
1,debt_consolidation,0.1183,397.61,10.4744671,5.69,722,5010,14406,67.6,1,0,0,1
1,all_other,0.1148,725.31,11.40366848,0.56,802,3810.041667,2123,4.8,0,0,0,1
1,small_business,0.1739,179.24,11.2515607,23.19,687,9631.041667,35820,96.8,1,0,0,1
1,debt_consolidation,0.1426,411.67,11.35040654,15.78,707,4530.041667,2335,97.3,3,0,0,1
1,debt_consolidation,0.1114,393.65,10.71441777,23.2,772,3846.041667,3663,28.2,0,0,0,1
1,home_improvement,0.1253,502,11.33857208,10.13,712,5370,15690,52.1,0,0,0,1
1,small_business,0.1426,480.29,10.69194491,21.82,747,3661,14479,53.8,3,0,0,1
1,all_other,0.1426,274.45,11.39075783,11.61,682,2610.041667,15514,77.2,0,0,0,1
1,major_purchase,0.1322,287.31,9.798127037,13.67,682,1894.041667,4867,46.4,0,0,0,1
1,small_business,0.1531,522.23,10.81977828,5.26,727,12690,8394,79.2,3,0,0,1
1,debt_consolidation,0.0774,280.97,10.42263843,15.1,782,10770.04167,8880,17,0,0,0,1
1,debt_consolidation,0.1496,173.23,10.77895629,13.68,692,4920.041667,9138,41.3,0,0,0,1
1,small_business,0.1635,847.9,11.91839057,14.45,717,1904.041667,3539,36.5,1,0,0,1
1,major_purchase,0.1392,102.42,11.04292184,4.63,667,7500.041667,900,19.6,2,0,0,1
1,credit_card,0.1322,302.52,10.57131693,22.12,682,7560,18610,40,0,0,0,1
1,debt_consolidation,0.1357,339.69,10.91508846,18.22,682,4440.041667,16121,39.1,0,0,0,1
1,debt_consolidation,0.1183,265.08,10.81154448,10.79,707,4320,2843,26.1,2,1,0,1
1,debt_consolidation,0.1287,210.21,10.27505111,23.26,692,3780.041667,12082,82.2,1,1,0,1
1,small_business,0.167,275.14,10.16585182,19.52,697,1650.041667,10634,71.5,0,0,0,1
1,all_other,0.0894,47.66,10.59663473,9.6,712,2610.041667,193,7.4,0,0,0,1
1,small_business,0.1635,482.25,10.40426284,7.89,702,3510.041667,11209,66.7,1,0,0,1
1,small_business,0.1774,612.36,11.07906088,14.13,687,5749,20429,66.1,2,0,0,1
1,debt_consolidation,0.1148,296.72,10.37349118,11.36,747,3720.041667,16021,30.6,1,0,0,1
1,home_improvement,0.0894,190.63,10.81977828,15.7,737,3120.041667,55,0.6,3,0,0,1
1,home_improvement,0.1392,827.82,11.77528973,2.06,757,9810,6834,30.4,5,0,0,1
1,home_improvement,0.1322,169.01,11.60823564,15.4,692,3842.041667,53761,92.1,2,0,0,1
1,debt_consolidation,0.1114,367.4,10.46310334,10.8,732,3810.041667,10631,36.9,3,0,0,1
1,small_business,0.167,532.53,11.00584283,2.11,742,1261.041667,4949,0,1,0,0,1
1,all_other,0.0894,103.26,10.71441777,6.13,747,2043.041667,4708,43.2,1,0,0,1
1,debt_consolidation,0.1218,199.8,10.08580911,9.65,747,3690.041667,3380,31.9,4,0,0,1
1,small_business,0.167,168.64,10.34817337,18.27,687,1633.041667,14940,40.8,0,0,0,1
1,credit_card,0.1426,483.72,10.858999,20.91,722,6360.041667,42613,98.4,1,0,0,1
1,debt_consolidation,0.1531,557.05,11.15625052,20.64,677,1800,11725,54.8,1,0,0,1
1,debt_consolidation,0.1287,403.6,10.37349118,21.68,737,4559.041667,7370,85.7,1,0,0,1
1,debt_consolidation,0.1253,167.34,10.52674861,21.49,707,4590.041667,0,0,0,0,0,1
1,all_other,0.0894,190.63,11.56171563,10.42,727,4560.041667,10465,44,0,0,0,1
1,debt_consolidation,0.1183,662.68,11.23848862,10.72,737,5040,2261,17.5,0,0,0,1
1,debt_consolidation,0.1218,807.53,10.90738615,17.41,737,4111.041667,28559,73.2,0,0,0,1
1,credit_card,0.1218,765.9,11.26446411,8.58,742,3990,26552,49.2,2,0,0,1
1,all_other,0.1774,734.83,10.95080655,6.84,667,1830,1820,42.3,2,1,0,1
1,debt_consolidation,0.1392,290.17,10.59663473,16.05,697,1980.041667,13013,66.1,1,0,0,1
1,all_other,0.1392,81.93,10.18111929,21,732,7560,6704,98.6,1,0,0,1
1,all_other,0.1392,716.88,11.12726298,17.95,697,4920.041667,14533,80.7,0,0,0,1
1,all_other,0.1322,169.01,10.6454249,13.49,717,3330.041667,14953,97.7,0,0,0,1
1,all_other,0.2086,94.02,10.727663,0.53,662,2029.041667,2106,91.6,3,0,0,1
1,all_other,0.1183,198.81,11.00209984,18.82,717,5040,15638,93.1,1,0,0,1
1,all_other,0.1183,99.41,11.29476946,23.67,697,7380.041667,17829,66.3,3,0,0,1
1,all_other,0.0894,111.21,10.77895629,15.8,722,3870.041667,10659,76.4,0,0,0,1
1,all_other,0.1218,83.25,10.69964248,22.41,687,4380,14589,34.9,1,0,0,1
1,debt_consolidation,0.1148,164.85,10.96819829,8.67,712,5190.041667,1885,19.6,0,0,1,1
1,all_other,0.1322,608.42,10.77230925,12.33,732,3900,4646,55.2,1,0,0,1
1,debt_consolidation,0.1565,227.41,10.49127422,14.97,662,4290,4357,92.7,1,0,0,1
1,debt_consolidation,0.1496,242.52,10.6873891,12.66,662,5250.041667,3294,70.1,1,0,0,1
1,all_other,0.1496,173.23,10.30895266,24.4,662,2880,1451,46.8,0,1,0,1
1,home_improvement,0.0894,397.15,12.10598708,4.26,772,5103,31141,0.4,2,0,0,1
1,all_other,0.1357,54.35,9.422220731,21.46,712,1470,0,0,3,0,0,1
1,all_other,0.1496,173.23,9.574983486,11,697,1230.041667,2367,56.4,0,0,0,1
1,all_other,0.1218,333,10.30895266,24.56,707,2430.041667,27735,41.6,3,0,0,1
1,all_other,0.1496,225.2,11.00209984,1.08,697,1200.041667,0,0,3,3,0,1
1,debt_consolidation,0.1322,338.01,11.46163217,8.29,687,4290,14822,76.4,0,0,0,1
1,major_purchase,0.1461,310.28,10.30895266,15.44,677,3690,3971,58.4,0,0,0,1
1,major_purchase,0.1218,599.4,11.08214255,13.9,717,3780.041667,6683,55.7,0,0,0,1
1,debt_consolidation,0.1461,172.38,10.40426284,18.62,667,3030.041667,5134,77.8,1,0,0,1
1,all_other,0.1947,590.35,11.07558262,19.36,667,3810.041667,9605,86.5,3,0,0,1
1,all_other,0.1496,124.73,10.08580911,4.75,662,2310.041667,2188,91.2,0,1,0,1
1,debt_consolidation,0.1322,169.01,10.81977828,3.26,687,1500,3062,33.3,1,0,0,1
1,home_improvement,0.1322,172.39,11.15625052,9.14,692,3720.041667,1999,54,3,0,0,1
1,small_business,0.1774,540.32,11.39639165,7.15,692,4410,692,11.5,0,1,0,1
1,debt_consolidation,0.1357,475.56,11.65268741,15.43,702,4140.041667,27016,81.9,0,0,0,1
1,debt_consolidation,0.1426,82.34,10.26813067,19.13,662,5220.041667,2041,70.4,0,0,1,1
1,small_business,0.1947,184.49,10.3185148,2.5,697,4800.041667,2077,64.9,2,2,0,1
1,small_business,0.2052,299.43,10.30895266,8.12,677,1522,7327,86.2,2,0,0,1
1,debt_consolidation,0.1357,339.69,10.76848499,21.3,687,5490,8751,75.5,0,0,0,1
1,home_improvement,0.1183,347.91,11.27720313,4.57,777,5220.041667,258,0.7,0,0,0,1
1,small_business,0.167,541.4,10.24281286,13.16,747,1140,29,0.3,2,0,0,1
1,debt_consolidation,0.1114,203.39,10.08580911,8.9,737,4470.041667,6143,56.4,1,0,0,1
1,debt_consolidation,0.1322,464.76,10.6454249,24.03,707,5820,26418,85,0,0,0,1
1,all_other,0.1148,49.46,9.798127037,7.07,737,2220,2217,34.1,1,0,0,1
1,home_improvement,0.0859,110.64,10.61643736,8.56,787,14580,194,2.9,0,0,0,1
1,home_improvement,0.1426,222.99,10.13459927,16.38,672,3990,1562,57.9,3,0,1,1
1,debt_consolidation,0.1357,441.6,10.49127422,22.53,692,4020,17524,82.9,0,0,0,1
1,all_other,0.0705,148.32,10.6873891,7.37,772,3780.041667,0,0,4,0,0,1
1,debt_consolidation,0.1253,669.33,11.98292909,21.17,717,5490,78024,66.5,2,0,0,1
1,debt_consolidation,0.0859,316.11,11.91839057,15.75,757,4830.041667,42160,59.4,1,0,0,1
1,all_other,0.1287,134.54,9.798127037,7,737,1140,48,4.8,1,0,0,1
1,debt_consolidation,0.1357,84.93,10.59663473,7.89,672,8460,1243,17.8,2,0,0,1
1,all_other,0.16,175.79,10.84349481,8.88,687,2610,1793,99.6,0,0,0,1
1,all_other,0.0705,587.1,10.89673933,7,752,4682,2606,57.9,0,0,0,1
1,debt_consolidation,0.1218,233.1,10.30895266,19.36,702,2100,6601,58.2,1,0,0,1
1,all_other,0.0705,231.75,9.450930837,0,732,1200.041667,0,0,3,0,0,1
1,home_improvement,0.1218,333,9.798127037,10.07,707,4560.041667,7159,73.1,1,1,0,1
1,small_business,0.1635,883.23,10.7864283,10.52,717,4262.041667,13160,64.9,0,1,0,1
1,debt_consolidation,0.1218,133.2,10.62132735,16.65,697,1920.041667,1649,22.6,3,0,0,1
1,all_other,0.1218,116.55,10.15767851,3.44,707,3540.041667,1815,62.6,0,0,0,1
1,debt_consolidation,0.1565,223.92,10.75790288,8.94,662,2580,0,0,0,0,1,1
1,all_other,0.1183,99.41,9.574983486,4.17,737,2250,0,0,1,0,0,1
1,debt_consolidation,0.1148,428.59,10.71441777,6,732,3300,11574,14.9,1,1,0,1
1,all_other,0.1183,115.97,11.40756495,4.33,717,3510.041667,11999,94.5,0,0,0,1
1,debt_consolidation,0.1461,689.51,11.03488966,9.41,682,4050,20976,39.1,0,1,0,1
1,major_purchase,0.1843,872.88,13.30468493,7.09,662,6120,58222,39,1,0,0,1
1,all_other,0.167,170.41,11.2009507,19.98,692,3723.041667,15934,99,3,0,0,1
1,small_business,0.1565,349.87,10.71441777,5.41,752,4410,5695,59.9,0,0,0,1
1,major_purchase,0.1114,492.06,11.04292184,9.35,767,5370.041667,19639,39.1,2,0,0,1
1,debt_consolidation,0.1426,111.5,9.92329018,22.41,667,3450.041667,7986,81.5,1,0,1,1
1,debt_consolidation,0.1287,403.6,10.59663473,19.32,697,2640.041667,10602,60.6,2,0,0,1
1,all_other,0.1183,662.68,12.3883942,2.73,737,4800,1260,7.2,0,0,1,1
1,debt_consolidation,0.0859,158.06,10.30895266,9.04,757,8160.041667,363,2,0,0,0,1
1,all_other,0.1426,274.45,11.21721122,12.21,702,4380,35638,97.7,1,0,0,1
1,all_other,0.1496,519.7,10.51867319,14.14,677,4067,7186,55.7,1,0,0,1
1,all_other,0.1461,413.71,10.59663473,16.44,687,3570,441,55.1,0,0,0,1
1,debt_consolidation,0.1461,120.67,9.852867716,5.24,662,3360.041667,1418,28.9,2,0,0,1
1,debt_consolidation,0.1461,206.86,10.96819829,12.95,667,11070.04167,8763,47.9,3,0,0,1
1,all_other,0.1148,328.87,11.00209984,18.98,712,4085,26537,64.9,1,0,0,1
1,all_other,0.167,71.01,12.85839783,1.77,692,1530,13757,98.3,0,0,0,1
1,debt_consolidation,0.16,421.89,10.23995979,12.13,717,1890,12593,33.3,1,0,0,1
1,debt_consolidation,0.1843,909.25,10.89673933,10.04,672,3660,1066,20.5,0,0,0,1
1,debt_consolidation,0.1287,302.7,11.49272276,8.49,697,4141.041667,8644,80,0,0,0,1
1,debt_consolidation,0.1183,94.44,10.08580911,24.7,702,3420.041667,4184,38.7,2,0,0,1
1,all_other,0.1496,415.74,11.33857208,15.06,677,6990,28577,94.6,0,0,0,1
1,educational,0.1253,669.33,10.83958091,23.93,722,2070.041667,10695,43.8,0,0,0,1
1,credit_card,0.1253,267.74,10.858999,7.04,707,13590.04167,7910,90.9,3,0,0,1
1,debt_consolidation,0.1459,130.97,9.92329018,19.29,672,6316.041667,17012,91,1,1,0,1
1,home_improvement,0.1183,331.34,11.28978191,10.59,722,6422.041667,6490,4.9,3,0,0,1
1,all_other,0.1843,363.7,11.28978191,0.08,667,3540.041667,167,11.1,3,0,1,1
1,debt_consolidation,0.1426,521.45,10.66895539,17.19,702,4051,18944,97.6,2,0,0,1
1,home_improvement,0.1114,492.06,11.39639165,3.76,757,13200,16001,38.6,0,0,0,1
1,all_other,0.1645,353.78,10.91508846,16.97,682,6330.041667,3052,41.8,0,0,0,1
1,small_business,0.1531,174.08,11.74403719,12.13,702,4530.041667,30995,82.6,2,0,0,1
1,small_business,0.1739,896.19,11.8493977,2.47,747,8822,14556,94.5,0,0,0,1
1,small_business,0.1704,891.86,10.91508846,9.36,717,4320,6049,90.3,0,0,0,1
1,debt_consolidation,0.1357,468.77,10.96127785,17.5,687,3450.041667,15365,70.2,1,0,0,1
1,home_improvement,0.1531,870.39,12.3883942,14.72,697,4140.041667,28813,44.9,3,0,0,1
1,credit_card,0.1809,904.88,11.51292546,19.75,677,5520,73999,86.8,1,0,0,1
1,credit_card,0.0894,559.18,11.05089001,12.34,782,14100.04167,8943,21.2,1,0,0,1
1,all_other,0.1218,699.3,10.88893114,4.84,802,8010,120,2.4,1,0,0,1
1,debt_consolidation,0.167,213.01,10.76848499,0.76,662,3330,981,89.2,0,0,0,1
1,educational,0.1218,499.5,11.15625052,2.18,737,5101,4509,60.1,0,0,0,1
1,debt_consolidation,0.0859,158.06,11.22524339,12.59,747,6060.041667,8119,23.9,1,0,0,1
1,small_business,0.1426,123.51,12.24047407,2.24,742,5190,105418,66.2,3,0,0,1
1,debt_consolidation,0.1565,685.73,11.11986806,13.58,677,4830,11189,65.1,0,0,1,1
1,home_improvement,0.1287,672.67,10.85127695,0.23,802,6240,41,0.2,3,0,0,1
1,credit_card,0.1287,260.66,10.30253209,22.42,692,6990,7751,52.7,0,0,1,1
1,credit_card,0.1253,267.74,10.49127422,10.37,697,9842,8301,79.8,0,0,0,1
1,all_other,0.1385,162,9.729134165,11.64,677,4080,5166,86.1,0,1,0,1
1,debt_consolidation,0.1311,607.41,11.19821472,10.25,702,3300,8613,40.6,0,0,1,1
1,debt_consolidation,0.1136,138.23,10.40426284,7.49,687,1851,4898,17.4,1,0,0,1
1,debt_consolidation,0.1645,583.73,11.47210347,15.1,667,4620.041667,19257,92.6,1,0,0,1
1,debt_consolidation,0.1273,537.06,10.71441777,19.29,717,3001,12790,49.8,0,0,0,1
1,small_business,0.1311,674.9,11.8493977,9.21,732,6060.041667,28651,92.4,0,1,0,1
1,all_other,0.1385,511.56,11.20357022,16.24,707,6240,14153,95.6,1,0,0,1
1,debt_consolidation,0.1385,613.87,10.90595598,13.59,692,4170.041667,19994,49.4,0,0,0,1
1,all_other,0.1422,342.85,10.49127422,3.83,697,3570.041667,344,34.4,3,2,0,1
1,debt_consolidation,0.1062,468.86,10.49127422,22.43,722,2790.041667,10899,84.5,0,0,0,1
1,debt_consolidation,0.1793,865.92,11.91839057,23.44,672,3630,92965,61.9,0,0,0,1
1,all_other,0.1273,268.53,10.46310334,5.11,717,3030.041667,3878,38.8,0,0,0,1
1,major_purchase,0.1348,169.63,10.77895629,3.13,697,4440,198,39.6,1,0,0,1
1,debt_consolidation,0.1645,300.71,10.16585182,15.83,677,1473,9306,97.6,0,0,0,1
1,debt_consolidation,0.1311,330.7,10.40426284,8.25,687,6635,5745,18.4,2,1,0,1
1,credit_card,0.1348,271.4,11.31447453,13.07,687,4230.041667,28539,94.5,0,0,0,1
1,all_other,0.1422,548.55,11.69524702,12.41,707,4440,33113,97.4,2,0,0,1
1,small_business,0.1385,596.82,11.22524339,22.18,697,3210.041667,38537,88,3,0,0,1
1,debt_consolidation,0.1311,134.98,9.903487553,20.88,677,3090.041667,9418,38.1,0,1,0,1
1,major_purchase,0.1385,518.38,11.73606902,0,692,2250,0,0,0,0,0,1
1,all_other,0.1533,522.43,11.35040654,22.63,682,3660,21180,96.7,2,0,0,1
1,debt_consolidation,0.209,771.28,11.14186178,24.52,662,3660,16491,99.9,1,1,0,1
1,home_improvement,0.1719,142.99,10.52406404,9.35,667,4680.041667,4598,57.5,0,0,0,1
1,all_other,0.0751,93.33,10.08580911,5.55,727,2040.041667,4296,20.4,0,0,0,1
1,small_business,0.1533,870.71,11.1844214,18.05,702,9540,35998,87.4,0,0,0,1
1,educational,0.0788,281.53,12.20607265,4.18,737,6360.041667,5663,13.2,2,1,0,1
1,major_purchase,0.1459,861.63,10.77895629,3.95,717,2430.041667,0,0,2,0,0,1
1,all_other,0.1273,503.5,10.08580911,10.9,722,1590.041667,9156,34.3,1,0,0,1
1,all_other,0.1496,242.53,10.50278658,9.65,662,3540.041667,12392,73.8,1,0,0,1
1,small_business,0.1385,272.84,10.6454249,10.83,677,4740,5485,76.2,1,0,0,1
1,small_business,0.1273,134.27,10.77895629,11.68,722,4596.041667,303,43.3,0,1,0,1
1,debt_consolidation,0.1348,542.79,10.81977828,21.07,697,2130.041667,11495,76.1,1,0,1,1
1,all_other,0.1136,164.56,10.96819829,23.96,687,4020,12598,75,1,0,0,1
1,debt_consolidation,0.1136,394.94,10.30895266,17,707,2340.041667,11134,28.9,3,0,0,1
1,debt_consolidation,0.0788,156.41,10.62132735,14.84,722,3390.041667,1451,31.5,0,0,0,1
1,debt_consolidation,0.1025,485.78,11.73606902,14.96,737,8490,8443,43.7,0,0,0,1
1,debt_consolidation,0.1645,884.44,12.10071213,13.96,687,9600.041667,16960,90.7,1,0,1,1
1,debt_consolidation,0.183,907.6,12.36734079,7.28,672,6570,28897,46.9,1,1,0,1
1,debt_consolidation,0.1533,626.91,11.17043516,15.75,692,4080,24322,95,1,0,0,1
1,all_other,0.1025,323.85,11.15625052,9.09,747,4170.041667,2205,24.5,3,0,0,1
1,home_improvement,0.157,280.09,10.87426647,7.36,662,4770,10973,87.8,0,1,0,1
1,credit_card,0.1136,526.58,10.71441777,8.83,727,3457.041667,12142,62.3,0,0,0,1
1,credit_card,0.1025,582.93,11.03488966,6.85,757,3842.041667,8793,24.1,4,0,0,1
1,debt_consolidation,0.0714,100.56,10.57131693,22.65,742,2730.041667,24455,52.9,2,0,0,1
1,debt_consolidation,0.1311,160.29,11.35040654,18.49,682,9300.041667,10979,86.4,3,0,0,1
1,debt_consolidation,0.1459,193.01,9.574983486,6.33,687,1530,1578,68.6,0,0,0,1
1,major_purchase,0.1496,242.53,10.83958091,8.59,672,1650.041667,6907,92.1,0,2,0,1
1,debt_consolidation,0.1273,302.1,10.16585182,17.12,692,6962,14152,71.7,0,0,0,1
1,debt_consolidation,0.1459,413.58,11.79810441,12.48,692,6630,18159,96.6,3,0,0,1
1,all_other,0.1348,196.76,10.59663473,14.58,682,3240.041667,4112,45.2,0,0,0,1
1,all_other,0.1385,40.93,11.00209984,3.08,707,1170,2823,65.7,3,0,0,1
1,credit_card,0.1062,130.24,10.22194128,5.76,707,3630,4423,40.2,1,0,0,1
1,debt_consolidation,0.1607,299.15,10.36722157,23.07,672,1489,9640,87.6,0,0,0,1
1,small_business,0.1136,493.67,11.1844214,17.82,712,9120,21367,77.1,1,0,0,1
1,all_other,0.1062,97.68,10.46310334,8.91,692,6090.041667,12509,37.1,2,1,0,1
1,all_other,0.1273,167.84,11.01862914,15.76,682,5340.041667,8076,79.2,1,0,0,1
1,all_other,0.1025,161.93,10.59763423,19.12,717,1649.041667,10625,65.6,0,0,0,1
1,debt_consolidation,0.1422,317.13,9.862665558,10.81,697,2100.041667,0,0,3,0,0,1
1,small_business,0.1311,269.96,10.46310334,1.65,742,2130.041667,1692,35.2,3,1,0,1
1,debt_consolidation,0.1099,157.13,9.61580548,0,752,1680.041667,0,0,0,0,0,1
1,debt_consolidation,0.1461,206.86,10.30895266,16.2,682,1769.958333,16626,91.9,2,0,0,1
1,all_other,0.1496,277.16,11.04132055,4.5,712,1379.958333,5009,49.6,0,0,0,1
1,all_other,0.1322,165.63,10.49127422,19.53,692,1530.041667,5948,48.8,0,0,0,1
1,educational,0.1704,276.48,9.541081934,2.24,692,8010,984,98.4,0,2,0,1
1,small_business,0.1565,699.73,11.48452599,3.6,722,5657.958333,16930,22.6,0,0,0,1
1,major_purchase,0.1385,341.04,11.33828632,1.8,722,1140,3109,15.9,2,0,0,1
1,credit_card,0.1385,341.04,11.8493977,7.25,697,3690,47134,50.7,3,0,0,1
1,all_other,0.1218,59.94,9.798127037,6.33,717,1230.041667,1454,33.8,0,0,0,1
1,debt_consolidation,0.1095,255.17,10.40426284,20.29,742,9599.958333,11904,38.3,0,0,0,1
1,all_other,0.1287,134.54,10.16585182,23.22,677,2911,5610,80.1,3,0,0,1
1,all_other,0.16,70.32,10.08580911,2.55,667,3509.958333,0,63,0,0,0,1
1,debt_consolidation,0.1821,181.3,10.71441777,11.39,662,5400,0,25.8,3,2,0,1
1,debt_consolidation,0.1533,139.32,10.46310334,9.12,667,2820.041667,2653,49.1,1,0,0,1
1,educational,0.1025,32.39,9.259130536,21.37,702,5310.041667,5430,48.9,0,1,0,1
1,home_improvement,0.1189,663.28,11.01205017,2.89,742,3660,6863,46.7,4,0,0,1
1,small_business,0.1739,716.95,11.03488966,13.51,697,4350,7574,35.6,3,1,0,1
1,all_other,0.1114,393.65,11.22524339,7.82,737,3179.958333,10320,8.9,1,0,0,1
1,home_improvement,0.1379,851.89,11.23848862,4.45,717,5249.958333,165,2.5,2,0,0,1
1,major_purchase,0.1287,840.83,11.45952469,0.13,757,2190,14,0.2,2,0,0,1
0,debt_consolidation,0.1608,246.38,12.1521443,22.47,647,7212,150971,92.3,4,0,0,1
0,educational,0.164,126.4,10.30895266,29.6,677,1643,3043,58.5,1,0,0,1
0,debt_consolidation,0.1482,242.05,10.71441777,19.12,652,2847,26531,52.6,33,0,0,1
