,Age,Annual_Income_Lacs,Twitter User,Number of Vehicles,Gender,Married,Daily hours of work,Affluent_Lifestyle,No of Dependents,Urban_residence,Social,Outstation_Travel_last_year,labels
2531,26,16.0,1,5,0,0,9,0,0,1,1,6,1
2532,26,16.0,1,1,0,0,13,1,1,1,1,8,1
2533,26,16.0,1,3,0,0,13,1,2,1,1,7,1
2534,26,16.0,1,3,0,0,12,1,0,1,1,5,1
2535,26,16.0,1,4,0,0,12,1,0,1,1,8,1
2536,26,16.0,1,2,0,1,13,1,5,1,1,3,1
2537,26,16.1,1,4,0,0,12,1,0,1,1,7,1
2538,26,16.1,1,1,0,0,10,1,2,1,1,9,1
2539,26,16.1,1,3,0,1,12,0,5,1,1,9,1
2540,26,16.1,1,2,0,0,13,0,2,1,1,5,1
2541,26,16.1,1,4,0,0,14,0,1,1,1,9,1
2542,26,16.2,1,5,0,1,11,0,3,1,1,4,1
2543,26,16.2,1,2,0,0,9,1,0,1,1,8,1
2544,26,16.2,1,2,0,0,12,1,1,1,1,6,1
2545,26,16.3,1,1,0,0,11,0,0,1,1,5,1
2546,26,16.3,1,4,0,0,9,0,2,1,1,8,1
2547,26,16.3,1,1,0,0,12,0,1,1,1,5,1
2548,26,16.3,1,1,0,0,11,0,2,1,1,9,1
2549,26,16.3,1,4,0,0,13,1,2,1,1,9,1
2550,26,16.3,1,5,0,0,11,1,0,1,1,10,1
2551,26,16.4,1,2,0,0,13,1,1,1,1,9,1
2552,26,16.4,1,2,0,0,12,0,0,1,1,7,1
2553,26,16.4,1,3,0,0,14,1,0,1,1,5,1
2554,26,16.4,1,1,0,0,9,1,1,1,1,6,1
2555,26,16.4,1,1,0,0,12,1,1,1,1,10,1
2556,26,16.5,1,1,0,0,14,0,1,1,1,10,1
2557,26,16.5,1,4,0,0,12,0,2,1,1,9,1
2558,26,16.5,1,2,0,0,14,1,1,1,1,10,1
2559,26,16.5,1,3,0,1,13,1,2,1,1,2,1
2560,26,16.5,1,5,0,0,10,1,0,1,1,9,1
2561,26,16.5,1,4,0,0,11,1,1,1,1,7,1
2562,26,16.6,1,1,0,0,10,0,1,1,1,10,1
2563,26,16.6,1,4,0,0,11,1,2,1,1,9,1
2564,26,16.7,1,1,0,0,9,1,2,1,1,9,1
2565,26,16.7,1,3,0,0,11,1,0,1,1,5,1
2566,26,16.8,1,4,0,0,13,1,2,1,1,7,1
2567,26,16.8,1,3,0,0,10,1,2,1,1,7,1
2568,26,16.9,1,3,0,0,13,1,0,1,1,8,1
2569,26,16.9,1,3,0,0,12,1,2,1,1,9,1
2570,26,16.9,1,4,0,1,9,1,6,1,1,3,1
2571,26,17.0,1,5,0,0,15,0,1,1,1,9,1
2572,26,17.0,1,5,0,0,12,1,0,1,1,7,1
2573,26,17.1,1,5,0,0,13,1,1,1,1,9,1
2574,26,17.1,1,5,0,0,13,0,1,1,1,7,1
2575,26,17.1,1,5,0,0,15,0,0,1,1,7,1
2576,26,17.1,1,3,0,0,12,0,0,1,1,5,1
2577,26,17.1,1,5,0,0,12,0,0,1,1,5,1
2578,26,17.1,1,3,0,0,15,0,1,1,1,10,1
2579,26,17.2,1,1,0,0,15,1,1,1,1,10,1
2580,26,17.2,1,4,0,0,12,1,1,1,1,9,1
2581,26,17.2,1,1,0,0,15,1,2,1,1,5,1
2582,26,17.2,1,2,0,1,13,0,4,1,1,4,1
2583,26,17.2,1,4,0,0,11,0,2,1,1,6,1
2584,26,17.2,1,3,0,0,9,0,1,1,1,9,1
2585,26,17.2,1,3,0,0,13,1,1,1,1,6,1
2586,26,17.2,1,2,0,0,12,0,1,1,1,6,1
2587,26,17.3,1,1,0,0,14,0,2,1,1,10,1
2588,26,17.3,1,3,0,0,10,1,2,1,1,7,1
2589,26,17.3,1,4,0,0,13,0,2,1,1,9,1
2590,26,17.4,1,3,0,0,13,0,1,1,1,8,1
2591,26,17.4,1,3,0,0,13,1,0,1,1,8,1
2592,26,17.4,1,2,0,0,11,1,2,1,1,8,1
2593,26,17.4,1,1,0,0,9,1,0,1,1,10,1
2594,26,17.4,1,1,0,0,14,1,1,1,1,6,1
2595,26,17.4,1,5,0,0,9,0,0,1,1,5,1
2596,26,17.4,1,1,0,0,15,0,2,1,1,6,1
2597,26,17.5,1,3,0,0,14,1,0,1,1,6,1
2598,26,17.5,1,4,0,0,12,0,2,1,1,7,1
2599,26,17.5,1,1,0,0,12,0,0,1,1,8,1
2600,26,17.5,1,5,0,0,11,1,2,1,1,5,1
2601,26,17.6,1,2,0,0,15,0,0,1,1,8,1
2602,26,17.6,1,4,0,0,15,0,0,1,1,7,1
2603,26,17.6,1,4,0,0,9,0,0,1,1,6,1
2604,26,17.6,1,3,0,0,15,1,2,1,1,6,1
2605,26,17.7,1,2,0,0,10,0,1,1,1,7,1
2606,26,17.7,1,5,0,0,15,0,1,1,1,6,1
2607,26,17.7,1,4,0,0,12,1,0,1,1,10,1
2608,26,17.7,1,3,0,0,12,1,1,1,1,6,1
2609,26,17.7,1,5,0,0,10,1,1,1,1,5,1
2610,26,17.7,1,5,0,0,15,1,0,1,1,7,1
2611,26,17.8,1,1,0,0,12,0,2,1,1,9,1
2612,26,17.9,1,4,0,0,11,0,0,1,1,10,1
2613,26,17.9,1,2,0,0,9,0,0,1,1,9,1
2614,26,17.9,1,4,0,0,10,1,0,1,1,5,1
2615,26,17.9,1,2,0,0,12,0,0,1,1,7,1
2616,26,17.9,1,2,0,0,15,0,0,1,1,5,1
2617,26,17.9,1,2,0,0,15,0,1,1,1,5,1
2618,26,17.9,1,1,0,0,11,1,0,1,1,7,1
2619,26,17.9,1,2,0,0,10,1,0,1,1,8,1
2620,26,17.9,1,2,0,1,11,1,8,1,1,9,1
2621,26,17.9,1,1,0,0,9,1,1,1,1,5,1
2622,26,18.0,1,3,0,0,12,0,2,1,1,5,1
2623,26,18.0,1,2,0,1,12,1,1,1,1,2,1
2624,26,18.0,1,1,0,0,13,1,1,1,1,6,1
2625,26,18.0,1,4,0,0,12,0,1,1,1,9,1
2626,26,18.0,1,2,0,0,10,0,2,1,1,8,1
2627,26,18.0,1,3,0,0,9,1,0,1,1,7,1
2628,26,18.0,1,5,0,0,10,0,2,1,1,7,1
2629,26,18.1,1,4,0,0,11,0,1,1,1,8,1
2630,26,18.1,1,5,0,0,12,0,1,1,1,5,1
2631,26,18.1,1,1,0,0,12,0,0,1,1,10,1
2632,26,18.1,1,3,0,0,10,0,2,1,1,6,1
2633,26,18.2,1,2,0,0,12,1,2,1,1,10,1
2634,26,18.3,1,4,0,0,14,1,2,1,1,5,1
2635,26,18.3,1,4,0,0,11,0,2,1,1,6,1
2636,26,18.3,1,5,0,0,13,0,2,1,1,7,1
2637,26,18.4,1,3,0,0,9,0,2,1,1,8,1
2638,26,18.4,1,3,0,1,14,0,4,1,1,5,1
2639,26,18.4,1,3,0,0,12,0,2,1,1,10,1
2640,26,18.4,1,2,0,0,12,1,0,1,1,6,1
2641,26,18.4,1,4,0,0,9,0,2,1,1,7,1
2642,26,18.5,1,1,0,0,12,0,0,1,1,10,1
2643,26,18.5,1,4,0,0,10,1,0,1,1,6,1
2644,26,18.5,1,5,0,1,14,1,1,1,1,2,1
2645,26,18.5,1,5,0,0,9,0,2,1,1,5,1
2646,26,18.5,1,5,0,0,10,1,2,1,1,7,1
2647,26,18.5,1,3,0,0,15,0,0,1,1,10,1
2648,26,18.6,1,5,0,0,15,1,1,1,1,9,1
2649,26,18.6,1,2,0,0,12,0,2,1,1,8,1
2650,26,18.6,1,2,0,0,11,1,1,1,1,8,1
2651,26,18.6,1,1,0,0,10,0,0,1,1,5,1
2652,26,18.6,1,2,0,0,14,0,1,1,1,8,1
2653,26,18.7,1,3,0,0,10,1,2,1,1,5,1
2654,26,18.7,1,2,0,1,9,1,6,1,1,8,1
2655,26,18.7,1,1,0,1,14,1,2,1,1,1,1
2656,26,18.7,1,5,0,0,13,1,1,1,1,6,1
2657,26,18.7,1,1,0,0,13,0,1,1,1,10,1
2658,26,18.7,1,3,0,0,12,1,2,1,1,6,1
2659,26,18.8,1,1,0,0,12,0,2,1,1,9,1
2660,26,18.8,1,4,0,0,10,1,1,1,1,7,1
2661,26,18.8,1,4,0,1,12,1,8,1,1,2,1
2662,26,18.9,1,1,0,0,12,0,2,1,1,7,1
2663,26,18.9,1,5,0,0,12,1,1,1,1,5,1
2664,26,18.9,1,4,0,0,12,1,2,1,1,6,1
2665,26,18.9,1,3,0,0,13,0,1,1,1,10,1
2666,26,18.9,1,5,0,0,12,1,2,1,1,10,1
2667,26,18.9,1,2,0,0,15,0,2,1,1,5,1
2668,26,19.0,1,2,0,1,10,1,3,1,1,3,1
2669,26,19.0,1,2,0,0,14,1,2,1,1,7,1
2670,26,19.0,1,1,0,0,14,1,2,1,1,5,1
2671,26,19.0,1,3,0,0,12,1,1,1,1,5,1
2672,26,19.0,1,3,0,0,12,0,0,1,1,5,1
2673,26,19.0,1,3,0,0,13,0,1,1,1,8,1
2674,26,19.0,1,5,0,0,9,1,1,1,1,9,1
2675,26,19.0,1,2,0,0,10,0,0,1,1,6,1
2676,26,19.0,1,5,0,0,14,0,2,1,1,10,1
2677,26,19.1,1,4,0,0,12,0,0,1,1,9,1
2678,26,19.1,1,3,0,0,12,1,2,1,1,9,1
2679,26,19.1,1,2,0,0,14,0,0,1,1,9,1
2680,26,19.1,1,2,0,0,9,1,0,1,1,9,1
2681,26,19.1,1,3,0,0,9,0,2,1,1,10,1
2682,26,19.1,1,2,0,1,11,1,1,1,1,2,1
2683,26,19.1,1,2,0,0,15,1,2,1,1,7,1
2684,26,19.1,1,4,0,0,10,1,2,1,1,9,1
2685,26,19.2,1,3,0,0,12,0,2,1,1,8,1
2686,26,19.3,1,1,0,0,10,1,1,1,1,9,1
2687,26,19.3,1,3,0,0,9,1,1,1,1,6,1
2688,26,19.3,1,3,0,0,14,0,0,1,1,8,1
2689,26,19.3,1,3,0,0,10,0,0,1,1,5,1
2690,26,19.5,1,4,0,0,12,1,0,1,1,5,1
2691,26,19.5,1,2,0,0,12,0,0,1,1,10,1
2692,26,19.5,1,3,0,0,12,0,0,1,1,9,1
2693,26,19.6,1,4,0,0,14,1,1,1,1,8,1
2694,26,19.6,1,3,0,0,13,0,1,1,1,7,1
2695,26,19.6,1,2,0,0,15,0,0,1,1,6,1
2696,26,19.6,1,3,0,0,15,1,2,1,1,10,1
2697,26,19.6,1,1,0,0,11,1,2,1,1,6,1
2698,26,19.7,1,5,0,0,15,1,1,1,1,9,1
2699,26,19.7,1,1,0,0,15,0,2,1,1,6,1
2700,26,19.7,1,3,0,0,13,1,1,1,1,7,1
2701,26,19.7,1,5,0,0,10,1,2,1,1,6,1
2702,26,19.7,1,5,0,0,14,1,0,1,1,9,1
2703,26,19.8,1,2,0,0,11,0,2,1,1,5,1
2704,26,19.8,1,4,0,0,15,0,1,1,1,6,1
2705,26,19.8,1,4,0,0,15,0,2,1,1,5,1
2706,26,19.8,1,1,0,0,12,1,2,1,1,5,1
2707,26,19.8,1,1,0,0,12,1,2,1,1,9,1
2708,26,19.8,1,5,0,0,12,0,0,1,1,9,1
2709,26,19.9,1,4,0,0,10,0,0,1,1,8,1
2710,26,19.9,1,3,0,0,12,1,0,1,1,5,1
2711,26,20.0,1,4,0,0,11,1,0,1,1,7,1
2712,26,20.0,1,1,0,0,12,1,1,1,1,5,1
2713,26,20.0,1,4,0,0,12,1,2,1,1,6,1
2714,26,20.0,1,4,0,0,14,0,0,1,1,5,1
2715,26,20.0,1,4,0,0,10,1,0,1,1,5,1
2716,26,20.0,1,3,0,0,11,1,1,1,1,7,1
2717,26,20.0,1,3,0,0,12,1,2,1,1,6,1
2718,26,20.1,1,3,0,1,14,0,5,1,1,1,1
2719,26,20.1,1,2,0,0,11,0,0,1,1,7,1
2720,26,20.1,1,5,0,0,15,1,0,1,1,8,1
2721,26,20.1,1,1,0,0,11,0,1,1,1,9,1
2722,26,20.2,1,3,0,0,10,0,2,1,1,5,1
2723,26,20.2,1,3,0,0,14,1,0,1,1,9,1
2724,26,20.2,1,4,0,1,12,1,7,1,1,9,1
2725,26,20.2,1,2,0,0,13,0,1,1,1,9,1
2726,26,20.3,1,5,0,0,11,1,1,1,1,6,1
2727,26,20.3,1,3,0,0,14,0,1,1,1,7,1
2728,26,20.3,1,3,0,0,14,1,2,1,1,5,1
2729,26,20.4,1,5,0,0,14,1,0,1,1,8,1
2730,26,20.4,1,3,0,0,13,0,1,1,1,9,1
2731,26,20.4,1,5,0,0,9,1,1,1,1,5,1
2732,26,20.4,1,3,0,0,15,0,0,1,1,9,1
2733,26,20.4,1,4,0,0,12,0,0,1,1,5,1
2734,26,20.4,1,2,0,0,10,0,1,1,1,7,1
2735,26,20.5,1,2,0,0,14,1,2,1,1,9,1
2736,26,20.5,1,4,0,0,10,1,1,1,1,5,1
2737,26,20.5,1,5,0,0,13,1,0,1,1,9,1
2738,26,20.6,1,1,0,0,11,1,2,1,1,9,1
2739,26,20.6,1,5,0,0,13,0,1,1,1,7,1
2740,26,20.7,1,3,0,0,12,1,0,1,1,8,1
2741,26,20.7,1,5,0,0,14,1,2,1,1,10,1
2742,26,20.7,1,3,0,0,12,0,2,1,1,10,1
2743,26,20.7,1,1,0,0,11,1,0,1,1,7,1
2744,26,20.9,1,3,0,0,13,0,0,1,1,10,1
2745,26,20.9,1,5,0,0,9,1,2,1,1,10,1
2746,26,20.9,1,2,0,1,9,1,6,1,1,5,1
2747,26,21.0,1,4,0,0,15,0,0,1,1,9,1
2748,26,21.0,1,4,0,0,13,0,2,1,1,9,1
2749,26,21.0,1,4,0,0,13,0,2,1,1,8,1
2750,26,21.0,1,1,0,0,12,1,1,1,1,5,1
2751,26,21.1,1,2,0,0,11,0,1,1,1,7,1
2752,26,21.1,1,3,0,0,14,0,1,1,1,10,1
2753,26,21.1,1,2,0,0,9,1,2,1,1,7,1
2754,26,21.1,1,3,0,0,10,1,0,1,1,9,1
2755,26,21.1,1,3,0,0,13,1,2,1,1,7,1
2756,26,21.2,1,4,0,0,13,1,0,1,1,9,1
2757,26,21.2,1,1,0,0,9,0,0,1,1,6,1
2758,26,21.2,1,5,0,0,11,1,1,1,1,8,1
2759,26,21.3,1,2,0,0,10,0,0,1,1,9,1
2760,26,21.3,1,1,0,0,14,1,2,1,1,7,1
2761,26,21.3,1,1,0,0,15,0,2,1,1,8,1
2762,26,21.4,1,4,0,0,12,0,2,1,1,7,1
2763,26,21.4,1,5,0,0,15,0,2,1,1,8,1
2764,26,21.4,1,3,0,0,14,0,1,1,1,6,1
2765,26,21.4,1,2,0,0,15,0,2,1,1,10,1
2766,26,21.4,1,2,0,0,10,1,1,1,1,7,1
2767,26,21.5,1,2,0,0,13,0,2,1,1,6,1
2768,26,21.5,1,2,0,0,11,1,0,1,1,7,1
2769,26,21.5,1,4,0,0,13,1,2,1,1,7,1
2770,26,21.5,1,2,0,0,11,0,2,1,1,6,1
2771,26,21.6,1,5,0,0,12,1,2,1,1,7,1
2772,26,21.6,1,5,0,1,12,1,7,1,1,9,1
2773,26,21.7,1,5,0,0,15,0,1,1,1,5,1
2774,26,21.7,1,2,0,0,12,1,0,1,1,10,1
2775,26,21.7,1,1,0,0,9,1,0,1,1,7,1
2776,26,21.7,1,3,0,0,13,1,1,1,1,5,1
2777,26,21.7,1,3,0,0,13,0,2,1,1,10,1
2778,26,21.7,1,3,0,0,14,0,0,1,1,7,1
2779,26,21.7,1,3,0,0,9,1,1,1,1,10,1
2780,26,21.8,1,5,0,0,12,0,1,1,1,6,1
2781,26,21.8,1,1,0,0,14,1,0,1,1,7,1
2782,26,21.9,1,4,0,0,12,1,2,1,1,8,1
2783,26,21.9,1,4,0,0,12,0,1,1,1,8,1
2784,26,21.9,1,1,0,0,9,0,1,1,1,5,1
2785,26,21.9,1,3,0,0,13,0,0,1,1,8,1
2786,26,22.0,1,5,0,0,12,1,0,1,1,7,1
2787,26,22.0,1,3,0,0,10,0,0,1,1,8,1
2788,26,22.0,1,5,0,0,12,1,2,1,1,8,1
2789,26,22.0,1,3,0,1,10,1,1,1,1,1,1
2790,26,22.0,1,2,0,0,9,1,2,1,1,7,1
2791,26,22.1,1,1,0,0,14,1,1,1,1,6,1
2792,26,22.1,1,2,0,0,14,0,1,1,1,6,1
2793,26,22.1,1,1,0,0,15,0,0,1,1,7,1
2794,26,22.2,1,5,0,0,11,0,2,1,1,8,1
2795,26,22.2,1,5,0,0,12,0,0,1,1,7,1
2796,26,22.2,1,5,0,0,14,0,0,1,1,8,1
2797,26,22.3,1,5,0,0,15,0,1,1,1,9,1
2798,26,22.3,1,1,0,0,14,1,0,1,1,5,1
2799,26,22.3,1,4,0,0,10,1,0,1,1,9,1
2800,26,22.3,1,3,0,0,12,1,2,1,1,8,1
2801,26,22.3,1,4,0,0,9,1,0,1,1,8,1
2802,26,22.3,1,1,0,0,15,0,0,1,1,5,1
2803,26,22.4,1,4,0,0,15,1,0,1,1,5,1
2804,26,22.5,1,3,0,0,10,1,0,1,1,10,1
2805,26,22.5,1,3,0,0,12,0,2,1,1,6,1
2806,26,22.5,1,3,0,0,10,1,2,1,1,8,1
2807,26,22.5,1,1,0,0,13,0,0,1,1,6,1
2808,26,22.5,1,3,0,0,15,1,0,1,1,8,1
2809,26,22.5,1,1,0,0,13,1,0,1,1,7,1
2810,26,22.5,1,3,0,0,14,0,1,1,1,7,1
2811,26,22.6,1,1,0,0,12,1,1,1,1,9,1
2812,26,22.6,1,1,0,0,9,1,2,1,1,7,1
2813,26,22.7,1,2,0,0,12,0,0,1,1,9,1
2814,26,22.7,1,3,0,0,11,1,2,1,1,9,1
2815,26,22.7,1,1,0,0,12,0,0,1,1,8,1
2816,26,22.7,1,3,0,0,12,0,0,1,1,9,1
2817,26,22.8,1,2,0,0,9,0,0,1,1,8,1
2818,26,22.8,1,2,0,0,9,1,0,1,1,8,1
2819,26,22.8,1,2,0,0,13,0,1,1,1,6,1
2820,26,22.8,1,3,0,1,15,0,3,1,1,2,1
2821,26,22.8,1,2,0,0,12,1,0,1,1,10,1
2822,26,22.8,1,5,0,0,15,1,1,1,1,10,1
2823,26,22.8,1,3,0,0,11,0,2,1,1,7,1
2824,26,22.9,1,4,0,0,13,1,0,1,1,9,1
2825,26,22.9,1,3,0,0,10,1,1,1,1,8,1
2826,26,22.9,1,1,0,0,14,1,2,1,1,10,1
2827,26,22.9,1,1,0,0,14,1,2,1,1,10,1
2828,26,22.9,1,1,0,0,12,0,1,1,1,10,1
2829,26,23.0,1,2,0,0,14,1,2,1,1,9,1
2830,26,23.0,1,2,0,0,13,1,2,1,1,5,1
2831,26,23.0,1,3,0,0,11,0,1,1,1,9,1
2832,26,23.0,1,5,0,0,13,1,0,1,1,8,1
2833,26,23.1,1,4,0,0,12,1,0,1,1,6,1
2834,26,23.1,1,3,0,0,15,0,1,1,1,10,1
2835,26,23.1,1,4,0,0,11,1,2,1,1,6,1
2836,26,23.1,1,3,0,0,13,0,1,1,1,10,1
2837,26,23.1,1,3,0,1,9,1,5,1,1,8,1
2838,26,23.2,1,5,0,0,11,0,0,1,1,6,1
2839,26,23.2,1,5,0,0,12,1,2,1,1,10,1
2840,26,23.3,1,4,0,0,12,1,0,1,1,7,1
2841,26,23.3,1,2,0,0,12,1,1,1,1,7,1
2842,26,23.3,1,5,0,0,12,1,1,1,1,5,1
2843,26,23.4,1,3,0,0,10,0,1,1,1,6,1
2844,26,23.4,1,3,0,0,15,0,2,1,1,5,1
2845,26,23.4,1,3,0,0,12,0,0,1,1,5,1
2846,26,23.5,1,4,0,0,14,0,0,1,1,10,1
2847,26,23.5,1,5,0,0,12,1,2,1,1,10,1
2848,26,23.5,1,2,0,0,12,1,0,1,1,7,1
2849,26,23.5,1,3,0,0,13,1,1,1,1,7,1
2850,26,23.6,1,1,0,0,9,1,1,1,1,10,1
2851,26,23.6,1,5,0,0,12,1,0,1,1,7,1
2852,26,23.6,1,3,0,0,12,1,2,1,1,6,1
2853,26,23.6,1,1,0,0,15,0,0,1,1,9,1
2854,26,23.7,1,1,0,1,10,0,4,1,1,0,1
2855,26,23.7,1,2,0,0,9,1,1,1,1,7,1
2856,26,23.7,1,3,0,0,10,0,2,1,1,10,1
2857,26,23.8,1,3,0,0,15,0,1,1,1,6,1
2858,26,23.8,1,3,0,0,10,0,0,1,1,6,1
2859,26,23.8,1,3,0,0,13,0,1,1,1,6,1
2860,26,23.8,1,4,0,0,13,1,2,1,1,9,1
2861,26,23.8,1,4,0,0,15,0,0,1,1,5,1
2862,26,23.8,1,1,0,1,10,0,1,1,1,5,1
2863,26,23.8,1,3,0,0,13,0,2,1,1,8,1
2864,26,23.9,1,4,0,0,9,0,0,1,1,8,1
2865,26,24.0,1,5,0,0,13,0,2,1,1,9,1
2866,26,24.0,1,3,0,1,13,0,6,1,1,1,1
2867,26,24.0,1,3,0,1,13,0,1,1,1,8,1
2868,26,24.1,1,3,0,0,14,0,1,1,1,10,1
2869,26,24.1,1,4,0,0,11,1,1,1,1,5,1
2870,26,24.1,1,4,0,0,14,1,0,1,1,6,1
2871,26,24.1,1,4,0,0,11,1,0,1,1,10,1
2872,26,24.2,1,3,0,0,15,0,0,1,1,9,1
2873,26,24.2,1,2,0,0,13,1,2,1,1,10,1
2874,26,24.2,1,4,0,0,13,1,0,1,1,7,1
2875,26,24.3,1,2,0,0,12,1,1,1,1,10,1
2876,26,24.3,1,3,0,0,13,1,2,1,1,9,1
2877,26,24.3,1,1,0,0,12,0,1,1,1,5,1
2878,26,24.3,1,2,0,0,10,1,2,1,1,8,1
2879,26,24.3,1,1,0,0,12,0,0,1,1,5,1
2880,26,24.4,1,1,0,0,12,1,1,1,1,5,1
2881,26,24.4,1,2,0,0,9,0,0,1,1,6,1
2882,26,24.4,1,3,0,0,13,0,1,1,1,5,1
2883,26,24.4,1,2,0,0,15,1,2,1,1,7,1
2884,26,24.5,1,2,0,0,12,0,1,1,1,10,1
2885,26,24.6,1,4,0,0,10,0,0,1,1,8,1
2886,26,24.6,1,5,0,0,10,1,2,1,1,10,1
2887,26,24.6,1,4,0,0,11,1,2,1,1,7,1
2888,26,24.6,1,2,0,0,9,0,1,1,1,7,1
2889,26,24.6,1,1,0,0,15,0,0,1,1,9,1
2890,26,24.7,1,3,0,0,14,1,1,1,1,6,1
2891,26,24.7,1,4,0,0,15,1,2,1,1,8,1
2892,26,24.7,1,5,0,0,9,1,1,1,1,5,1
2893,26,24.8,1,4,0,0,14,0,1,1,1,8,1
2894,26,24.8,1,1,0,1,12,1,6,1,1,8,1
2895,26,24.8,1,5,0,1,12,0,3,1,1,4,1
2896,26,24.8,1,4,0,0,10,1,1,1,1,6,1
2897,26,24.9,1,4,0,0,10,0,1,1,1,8,1
2898,26,24.9,1,5,0,0,9,1,0,1,1,8,1
2899,26,24.9,1,4,0,0,10,0,2,1,1,7,1
2900,26,24.9,1,3,0,0,12,1,1,1,1,10,1
2901,26,24.9,1,5,0,0,15,0,0,1,1,9,1
2902,26,24.9,1,3,0,0,11,1,2,1,1,9,1
2903,26,24.9,1,2,0,1,10,1,7,1,1,3,1
2904,26,25.0,1,2,0,0,13,1,2,1,1,8,1
2905,26,25.0,1,4,0,1,13,0,4,1,1,2,1
2906,26,25.0,1,2,0,0,12,1,2,1,1,7,1
2907,26,25.0,1,1,0,0,15,0,0,1,1,6,1
2908,26,25.0,1,1,0,0,13,1,1,1,1,7,1
2909,26,25.0,1,5,0,0,11,1,0,1,1,5,1
2910,26,25.1,1,3,0,0,13,0,2,1,1,6,1
2911,26,25.1,1,4,0,0,14,1,1,1,1,10,1
2912,26,25.1,1,2,0,0,14,1,2,1,1,6,1
2913,26,25.1,1,3,0,0,13,1,2,1,1,6,1
2914,26,25.1,1,2,0,1,12,1,2,1,1,9,1
2915,26,25.2,1,2,0,0,14,0,1,1,1,6,1
2916,26,25.2,1,2,0,0,9,1,0,1,1,10,1
2917,26,25.2,1,3,0,0,12,0,2,1,1,5,1
2918,26,25.2,1,3,0,0,10,1,1,1,1,10,1
2919,26,25.2,1,4,0,1,15,0,8,1,1,4,1
2920,26,25.3,1,1,0,0,14,0,2,1,1,10,1
2921,26,25.3,1,3,0,0,10,0,1,1,1,9,1
2922,26,25.3,1,4,0,0,14,0,0,1,1,8,1
2923,26,25.3,1,1,0,0,15,1,2,1,1,5,1
2924,26,25.3,1,4,0,0,12,1,2,1,1,7,1
2925,26,25.4,1,3,0,0,11,1,1,1,1,10,1
2926,26,25.4,1,4,0,0,13,0,1,1,1,10,1
2927,26,25.4,1,5,0,0,9,0,1,1,1,8,1
2928,26,25.5,1,3,0,0,10,0,0,1,1,8,1
2929,26,25.5,1,1,0,0,11,1,1,1,1,6,1
2930,26,25.6,1,3,0,1,12,0,2,1,1,0,1
2931,26,25.6,1,5,0,0,10,0,2,1,1,9,1
2932,26,25.6,1,4,0,0,10,0,1,1,1,6,1
2933,26,25.6,1,5,0,0,13,0,2,1,1,10,1
2934,26,25.7,1,1,0,0,11,0,1,1,1,7,1
2935,26,25.7,1,4,0,0,10,1,2,1,1,10,1
2936,26,25.7,1,1,0,0,14,0,2,1,1,9,1
2937,26,25.8,1,4,0,0,10,1,2,1,1,6,1
2938,26,25.8,1,3,0,0,9,0,2,1,1,6,1
2939,26,25.8,1,5,0,0,15,1,1,1,1,7,1
2940,26,25.8,1,1,0,1,9,1,1,1,1,4,1
2941,26,25.8,1,3,0,0,12,0,1,1,1,5,1
2942,26,25.8,1,4,0,0,14,0,1,1,1,5,1
2943,26,25.8,1,3,0,0,12,0,2,1,1,9,1
2944,26,25.8,1,3,0,0,12,0,2,1,1,5,1
2945,26,25.9,1,5,0,1,12,1,4,1,1,6,1
2946,26,25.9,1,5,0,1,15,1,3,1,1,1,1
2947,26,25.9,1,5,0,0,12,1,0,1,1,6,1
2948,26,25.9,1,4,0,0,9,0,2,1,1,6,1
2949,26,25.9,1,5,0,0,13,1,0,1,1,10,1
2950,26,26.0,1,4,0,0,15,0,0,1,1,8,1
2951,26,26.0,1,2,0,0,9,0,2,1,1,9,1
2952,26,26.0,1,3,0,0,13,0,2,1,1,8,1
2953,26,26.0,1,5,0,0,10,0,1,1,1,5,1
2954,26,26.1,1,1,0,0,14,1,1,1,1,7,1
2955,26,26.1,1,4,0,1,13,1,3,1,1,3,1
2956,26,26.1,1,2,0,0,12,1,2,1,1,7,1
2957,26,26.2,1,2,0,0,10,1,1,1,1,10,1
2958,26,26.2,1,3,0,0,12,0,1,1,1,5,1
2959,26,26.2,1,4,0,0,12,0,0,1,1,6,1
2960,26,26.2,1,4,0,0,12,1,0,1,1,9,1
2961,26,26.2,1,3,0,0,9,0,2,1,1,9,1
2962,26,26.3,1,1,0,0,15,0,0,1,1,7,1
2963,26,26.3,1,3,0,0,11,0,1,1,1,8,1
2964,26,26.3,1,1,0,0,15,0,1,1,1,9,1
2965,26,26.3,1,5,0,0,10,1,0,1,1,5,1
2966,26,26.4,1,2,0,0,9,1,0,1,1,8,1
2967,26,26.4,1,5,0,1,12,1,2,1,1,0,1
2968,26,26.4,1,3,0,0,14,1,2,1,1,8,1
2969,26,26.4,1,4,0,0,12,1,0,1,1,7,1
2970,26,26.4,1,3,0,0,10,1,2,1,1,6,1
2971,26,26.5,1,1,0,0,9,1,2,1,1,6,1
2972,26,26.5,1,4,0,0,11,1,2,1,1,10,1
2973,26,26.5,1,2,0,1,13,0,5,1,1,1,1
2974,26,26.5,1,2,0,0,11,0,1,1,1,6,1
2975,26,26.5,1,2,0,0,11,1,2,1,1,7,1
2976,26,26.5,1,1,0,0,9,1,1,1,1,9,1
2977,26,26.5,1,3,0,1,13,1,3,1,1,8,1
2978,26,26.6,1,3,0,0,10,1,0,1,1,9,1
