,NPS_Score,NPS_Category,Timely_delivery,No_of_calls_in_an_Order,Loyalty_Years,C_Marital_Status,Tier_City,Mode_of_Payment,No_of_Items_in_Order,Gender,Order_Mode,Score_on_Food_Quality,Score_on_Order_Logistics,Menu_Presentation_Score,Score_on_Recommendations,Score_on_Delivery_Person_Friendliness,labels
379,5,0,0,4,10,1,1,2,6,0,0,3,10,8,3,2,1
380,9,2,1,4,3,0,0,0,8,1,2,9,9,1,7,10,0
381,9,2,0,4,7,0,0,3,6,0,2,10,1,6,6,10,0
382,10,2,1,4,10,0,0,1,8,1,2,9,8,8,1,8,0
383,7,1,0,4,3,1,2,2,1,0,0,5,8,2,4,7,1
384,1,0,0,4,8,0,0,0,3,1,0,1,10,7,6,6,1
385,5,0,0,4,4,1,1,3,2,0,0,9,3,10,3,1,2
386,9,2,0,4,5,0,2,1,1,1,0,8,9,8,1,6,1
387,8,1,0,4,10,1,0,2,7,0,1,4,9,9,6,5,1
388,1,0,0,4,7,0,1,0,6,1,0,3,9,8,6,1,1
389,7,1,0,4,9,1,2,3,2,0,0,8,3,7,3,6,2
390,0,0,0,4,4,0,0,1,5,1,0,3,1,5,7,6,2
391,8,1,0,4,4,1,1,2,7,0,2,6,7,2,3,2,1
392,7,1,0,4,10,0,2,0,7,1,0,5,6,8,5,7,0
393,2,0,0,4,2,1,0,3,5,0,0,3,3,7,3,5,2
394,1,0,0,4,8,0,1,1,4,1,0,6,1,5,8,2,2
395,8,1,1,4,10,1,2,2,2,0,0,6,9,6,3,2,1
396,6,0,0,4,7,0,0,0,4,1,0,8,4,6,7,2,2
397,4,0,0,4,5,1,1,3,3,0,0,6,3,6,8,5,2
398,9,2,1,4,10,0,2,1,6,1,0,5,10,4,9,1,1
399,8,1,0,4,5,1,0,2,4,0,1,9,8,4,10,4,1
400,7,1,1,4,3,0,1,0,1,1,2,4,1,6,9,8,2
401,7,1,1,4,8,1,2,3,6,0,0,8,8,5,7,8,0
402,0,0,0,4,4,0,0,1,1,1,0,2,1,8,8,3,2
403,1,0,0,4,7,1,1,2,7,0,0,6,10,3,7,4,1
404,9,2,1,4,8,0,0,0,9,1,2,10,7,5,7,10,0
405,6,0,0,4,8,1,0,3,7,0,0,5,4,5,5,4,2
406,1,0,0,4,4,0,1,1,4,1,0,6,9,4,1,6,1
407,7,1,0,4,1,1,2,2,7,0,0,7,10,8,9,6,1
408,6,0,0,4,8,0,0,0,1,1,0,6,6,3,1,4,1
409,4,0,0,4,1,1,1,3,3,0,0,8,4,2,7,3,2
410,9,2,0,4,10,0,2,1,7,1,0,5,4,3,1,6,0
411,10,2,0,4,7,0,0,2,8,0,2,6,3,1,3,10,0
412,7,1,1,4,9,0,1,0,7,1,2,10,5,1,9,6,0
413,7,1,0,4,1,1,2,3,1,0,0,7,4,7,2,7,2
414,6,0,0,4,7,0,0,1,5,1,0,2,8,6,3,4,1
415,6,0,0,4,2,1,1,2,6,0,0,5,5,3,9,3,2
416,10,2,1,4,8,0,0,0,8,1,2,1,1,1,9,9,0
417,1,0,0,4,4,1,0,3,1,0,0,5,4,5,3,1,2
418,4,0,0,4,1,0,1,1,7,1,0,10,9,4,2,4,1
419,7,1,0,4,4,1,2,2,6,0,0,5,9,2,7,4,1
420,9,2,1,4,2,0,0,0,6,1,2,5,4,9,8,7,0
421,3,0,0,4,8,1,1,3,6,0,0,4,7,1,3,1,1
422,9,2,0,4,9,0,2,1,6,1,0,8,9,8,6,1,1
423,4,0,0,4,7,1,0,2,7,0,0,1,5,7,6,1,1
424,9,2,1,4,10,0,0,0,9,1,2,4,2,5,4,8,0
425,10,2,0,4,6,0,0,3,6,0,2,7,7,6,9,7,0
426,2,0,0,4,3,0,0,1,2,1,0,3,6,9,6,4,1
427,1,0,0,4,10,1,1,2,5,0,0,7,6,2,1,5,1
428,9,2,1,4,10,0,0,0,5,1,2,5,10,6,6,7,0
429,7,1,0,4,7,1,0,3,7,0,1,7,9,2,3,7,0
430,6,0,0,4,5,0,1,1,2,1,0,6,7,2,1,4,1
431,7,1,0,4,10,1,2,2,6,0,0,5,7,8,6,1,1
432,3,0,0,4,6,0,0,0,5,1,0,1,4,10,10,5,2
433,7,1,0,4,4,1,1,3,5,0,2,8,2,9,5,1,2
434,9,2,0,4,4,0,2,1,3,1,0,5,1,9,3,5,2
435,9,2,0,4,5,0,0,2,5,0,2,6,5,4,6,9,0
436,2,0,0,4,10,0,1,0,7,1,0,2,9,4,5,4,1
437,8,1,1,4,7,1,2,3,4,0,0,6,2,9,10,9,0
438,3,0,0,4,10,0,0,1,2,1,0,2,4,4,9,4,2
439,2,0,0,4,8,1,1,2,1,0,0,5,2,7,4,2,2
440,7,1,0,4,8,0,2,0,3,1,0,7,9,3,2,10,0
441,7,1,0,4,10,1,0,3,3,0,1,6,3,3,4,2,2
442,0,0,0,4,8,0,1,1,6,1,0,6,3,6,4,4,2
443,9,2,0,4,7,0,0,2,6,0,2,5,10,7,4,7,0
444,8,1,1,4,9,0,0,0,2,1,1,10,2,6,3,3,2
445,6,0,0,4,10,1,1,3,7,0,0,3,2,1,6,6,2
446,9,2,0,4,5,0,2,1,7,1,0,5,6,6,2,7,0
447,1,0,0,4,1,1,0,2,2,0,0,2,3,9,7,6,2
448,3,0,0,4,3,0,1,0,6,1,0,10,4,9,9,3,2
449,9,2,0,4,5,0,0,3,7,0,2,9,10,9,6,7,0
450,8,1,1,4,1,0,0,1,3,1,1,9,6,2,1,9,0
451,7,1,0,4,4,1,1,2,3,0,2,2,2,1,9,10,0
452,8,1,1,4,9,0,2,0,7,1,0,4,9,3,2,2,1
453,0,0,0,4,9,1,0,3,2,0,0,5,8,4,1,6,1
454,9,2,1,4,9,0,0,1,7,1,2,9,4,3,6,7,0
455,7,1,0,4,3,1,2,2,6,0,0,7,9,8,2,1,1
456,4,0,0,4,8,0,0,0,3,1,0,3,9,7,10,4,1
457,10,2,0,4,5,0,0,3,9,0,2,3,9,8,9,7,0
458,10,2,1,4,5,0,0,1,5,1,2,7,7,5,8,8,0
459,3,0,0,4,10,1,0,2,1,0,0,4,8,10,9,3,1
460,0,0,0,4,2,0,1,0,3,1,0,6,6,7,10,3,2
461,7,1,0,4,8,1,2,3,4,0,0,5,10,1,1,5,1
462,4,0,0,4,7,0,0,1,4,1,0,7,5,7,3,2,2
463,6,0,0,4,1,1,1,2,3,0,0,5,4,3,10,6,2
464,7,1,0,4,7,0,2,0,6,1,0,7,7,10,5,6,0
465,2,0,0,4,10,1,0,3,4,0,0,1,5,4,9,6,2
466,4,0,0,4,2,0,1,1,5,1,0,7,6,7,2,4,1
467,10,2,0,4,6,0,0,2,6,0,2,8,6,3,10,7,0
468,5,0,0,4,9,0,0,0,2,1,0,7,8,9,4,2,1
469,9,2,0,4,5,0,0,3,5,0,2,1,5,5,9,8,0
470,9,2,1,4,2,0,2,1,5,1,0,4,7,5,1,6,0
471,9,2,0,4,7,0,0,2,5,0,2,5,9,8,7,7,0
472,5,0,0,4,7,0,1,0,4,1,0,2,7,4,1,6,1
473,8,1,1,4,3,1,2,3,1,0,0,4,10,6,3,7,1
474,5,0,0,4,5,0,0,1,2,1,0,7,9,2,1,4,1
475,3,0,0,4,6,1,1,2,6,0,0,7,6,10,4,6,1
476,8,1,1,4,1,0,2,0,2,1,0,4,9,6,10,7,1
477,4,0,0,4,2,1,0,3,5,0,0,7,8,1,2,3,1
478,7,1,1,4,2,0,1,1,7,1,2,5,9,7,10,3,1
479,7,1,0,4,7,1,2,2,2,0,0,7,2,7,3,2,2
480,2,0,0,4,1,0,0,0,6,1,0,9,10,5,9,1,1
481,5,0,0,4,1,1,1,3,3,0,0,8,8,3,6,6,1
482,7,1,0,4,1,0,2,1,4,1,0,8,9,10,4,5,1
483,1,0,0,4,8,1,0,2,1,0,0,10,8,9,4,4,1
484,8,1,1,4,6,0,1,0,1,1,2,10,3,2,1,7,0
485,7,1,0,4,2,1,2,3,1,0,0,7,3,5,8,7,2
486,6,0,0,4,5,0,0,1,1,1,0,2,8,2,3,4,1
487,1,0,0,4,2,1,1,2,4,0,0,7,1,5,2,2,2
488,8,1,1,4,9,0,2,0,5,1,0,7,10,7,5,1,1
489,6,0,0,4,8,1,0,3,6,0,0,2,6,10,5,1,1
490,5,0,0,4,2,0,1,1,2,1,0,8,9,2,5,6,1
491,7,1,0,4,6,1,2,2,1,0,0,5,5,6,3,9,0
492,1,0,0,4,9,0,0,0,2,1,0,2,10,10,1,4,1
493,4,0,0,4,2,1,1,3,2,0,0,4,2,10,7,1,2
494,7,1,0,4,7,0,2,1,5,1,0,5,9,10,6,1,1
495,10,2,0,4,6,0,0,2,7,0,2,9,1,7,10,8,0
496,2,0,0,4,3,0,1,0,3,1,0,8,2,3,8,2,2
497,7,1,0,4,7,1,2,3,2,0,0,7,1,9,10,3,2
498,4,0,0,4,8,0,0,1,1,1,0,4,5,4,1,5,2
499,2,0,0,4,7,1,1,2,4,0,0,6,5,3,1,6,2
500,7,1,0,4,8,0,2,0,2,1,0,7,6,2,2,3,1
501,5,0,0,4,6,1,0,3,6,0,0,5,1,10,10,4,2
502,7,1,1,4,8,0,1,1,7,1,2,8,9,7,6,2,1
503,7,1,0,4,2,1,2,2,1,0,0,6,9,4,10,9,0
504,2,0,0,4,3,0,0,0,2,1,0,7,5,9,1,3,2
505,3,0,0,4,3,1,1,3,7,0,0,5,1,8,8,2,2
506,9,2,1,4,10,0,0,1,6,1,2,3,3,2,4,7,0
507,7,1,0,4,7,1,0,2,3,0,1,1,9,1,2,2,1
508,6,0,0,4,10,0,1,0,7,1,0,6,1,4,5,1,2
509,7,1,0,4,3,1,2,3,7,0,0,8,10,1,4,4,1
510,4,0,0,4,4,0,0,1,3,1,0,4,1,3,7,5,2
511,7,1,0,4,6,1,1,2,6,0,2,3,7,5,3,5,1
512,7,1,0,4,8,0,2,0,1,1,0,5,8,5,3,1,1
513,2,0,0,4,5,1,0,3,7,0,0,5,9,9,7,3,1
514,7,1,1,4,6,0,1,1,6,1,2,9,8,6,3,4,1
515,7,1,0,4,1,1,2,2,7,0,0,8,10,8,2,6,1
516,2,0,0,4,3,0,0,0,1,1,0,3,9,5,6,4,1
517,8,1,0,4,7,1,1,3,5,0,2,10,5,5,8,8,0
518,7,1,0,4,6,0,2,1,3,1,0,8,1,5,6,10,0
519,5,0,0,4,1,1,0,2,5,0,0,9,9,5,1,5,1
520,2,0,0,4,10,0,1,0,2,1,0,6,5,8,1,6,2
521,7,1,0,4,10,1,2,3,1,0,0,4,3,6,10,4,2
522,8,1,1,4,7,0,0,1,5,1,1,2,4,3,10,8,0
523,5,0,0,4,4,1,1,2,7,0,0,9,4,3,4,3,2
524,7,1,0,4,4,0,2,0,3,1,0,4,2,10,2,8,2
525,9,2,0,4,6,0,0,3,5,0,2,9,10,6,7,8,0
526,9,2,1,4,10,0,0,1,6,1,2,8,9,3,4,9,0
527,10,2,0,4,5,0,0,2,5,0,2,7,6,3,8,10,0
528,4,0,0,4,3,0,0,0,7,1,0,3,6,3,7,6,1
529,4,0,0,4,3,1,1,3,1,0,0,7,8,2,9,5,1
530,7,1,0,4,1,0,2,1,5,1,0,4,3,4,10,7,2
531,7,1,0,4,10,1,0,2,6,0,1,7,3,8,2,6,0
532,4,0,0,4,2,0,1,0,2,1,0,4,2,2,1,3,2
533,7,1,0,4,7,1,2,3,5,0,0,8,7,9,3,3,1
534,8,1,1,4,5,0,0,1,5,1,1,4,9,1,2,2,1
535,7,1,0,4,5,1,1,2,1,0,2,9,2,7,4,5,2
536,7,1,0,4,5,0,2,0,2,1,0,4,4,7,5,5,2
537,3,0,0,4,9,1,0,3,5,0,0,9,4,10,3,1,2
538,8,1,1,4,10,0,1,1,5,1,2,2,3,9,1,1,2
539,7,1,0,4,4,1,2,2,5,0,0,7,8,5,1,9,0
540,0,0,0,4,5,0,0,0,4,1,0,5,6,8,10,2,1
541,2,0,0,4,9,1,1,3,5,0,0,2,6,8,4,1,1
542,7,1,0,4,7,0,2,1,1,1,0,7,8,6,6,10,0
543,2,0,0,4,1,1,0,2,1,0,0,6,6,1,2,4,1
544,3,0,0,4,5,0,1,0,3,1,0,2,4,5,1,2,2
545,7,1,0,4,6,1,2,3,3,0,0,7,1,6,9,4,2
546,6,0,1,4,1,0,0,1,6,1,0,8,8,9,5,6,1
547,10,2,1,4,5,0,0,2,6,0,2,3,10,2,10,10,0
548,10,2,0,4,8,0,0,0,7,1,2,4,10,4,5,8,0
549,8,1,0,4,4,1,0,3,4,0,1,7,2,8,9,6,2
550,7,1,1,4,5,0,1,1,2,1,2,4,8,6,9,7,1
551,7,1,1,4,2,1,2,2,4,0,0,4,6,4,9,10,0
552,3,0,0,4,7,0,0,0,3,1,0,5,10,8,8,1,1
553,10,2,0,4,5,0,0,3,5,0,2,1,1,10,9,10,0
554,8,1,1,4,2,0,2,1,1,1,0,4,7,7,6,5,1
555,6,0,0,4,10,1,0,2,4,0,0,3,8,9,10,4,1
556,4,0,0,4,6,0,1,0,5,1,0,3,9,7,2,3,1
557,7,1,0,4,2,1,2,3,7,0,0,8,10,9,8,10,0
558,4,0,0,4,6,0,0,1,3,1,0,2,2,9,9,6,2
559,2,0,0,4,1,1,1,2,6,0,0,4,2,3,10,2,2
560,7,1,0,4,2,0,2,0,2,1,0,6,6,3,7,4,1
561,3,0,0,4,5,1,0,3,4,0,0,7,10,2,9,5,1
562,0,0,0,4,1,0,1,1,1,1,0,1,6,2,7,1,1
563,7,1,0,4,3,1,2,2,5,0,0,5,3,10,9,7,2
564,9,2,1,4,4,0,0,0,6,1,2,6,6,10,1,10,0
565,9,2,0,4,7,0,0,3,7,0,2,10,7,10,3,10,0
566,7,1,0,4,3,0,2,1,6,1,0,8,9,5,9,9,0
567,3,0,0,4,3,1,0,2,1,0,0,5,10,5,1,6,1
568,2,0,0,4,5,0,1,0,2,1,0,7,8,1,1,6,1
569,7,1,0,4,7,1,2,3,7,0,0,6,2,3,6,10,0
570,3,0,0,4,1,0,0,1,3,1,0,10,8,1,6,1,1
571,10,2,0,4,7,0,0,2,9,0,2,3,9,3,6,10,0
572,7,1,1,4,10,0,2,0,2,1,0,4,9,7,9,5,1
573,3,0,0,4,4,1,0,3,3,0,0,2,9,3,7,4,1
574,9,2,1,4,7,0,0,1,7,1,2,1,8,4,1,7,0
575,8,1,1,4,3,1,2,2,7,0,0,4,4,10,8,3,2
576,5,0,0,4,4,0,0,0,6,1,0,7,3,1,10,6,2
577,10,2,0,4,6,0,0,3,10,0,2,5,5,9,7,9,0
578,7,1,0,4,10,0,2,1,3,1,0,4,4,10,9,6,2
579,8,1,0,4,10,1,0,2,6,0,1,4,3,4,1,3,2
580,0,0,0,4,1,0,1,0,2,1,0,9,4,3,2,4,2
581,10,2,0,4,7,0,0,3,6,0,2,9,10,2,2,10,0
582,1,0,0,4,8,0,0,1,4,1,0,1,10,8,7,5,1
583,0,0,0,4,1,1,1,2,2,0,0,1,9,3,3,6,1
584,7,1,0,4,1,0,2,0,4,1,0,4,9,9,4,2,1
585,5,0,0,4,10,1,0,3,6,0,0,7,1,1,9,1,2
586,6,0,0,4,2,0,1,1,2,1,0,10,8,4,8,3,1
587,7,1,0,4,10,1,2,2,3,0,0,6,3,1,9,1,2
588,6,0,0,4,8,0,0,0,1,1,0,8,10,3,9,1,1
589,9,2,0,4,7,0,0,3,7,0,2,9,5,9,3,7,0
590,9,2,1,4,2,0,0,1,10,1,2,9,10,3,6,10,0
591,2,0,0,4,4,1,0,2,1,0,0,5,7,2,9,1,1
592,2,0,0,4,9,0,1,0,4,1,0,2,5,8,7,5,2
593,7,1,0,4,7,1,2,3,6,0,0,6,1,5,10,9,0
594,6,0,0,4,5,0,0,1,7,1,0,8,2,6,2,1,2
595,5,0,0,4,2,1,1,2,1,0,0,8,1,9,3,2,2
596,7,1,0,4,1,0,2,0,4,1,0,7,9,4,9,3,1
597,5,0,0,4,4,1,0,3,3,0,0,7,9,6,2,4,1
598,6,0,0,4,9,0,1,1,3,1,0,6,6,9,10,1,1
599,9,2,0,4,5,0,0,2,8,0,2,3,10,6,4,8,0
600,6,0,0,4,5,0,0,0,5,1,0,2,9,4,10,5,1
601,1,0,0,4,5,1,1,3,1,0,0,6,10,8,1,1,1
602,7,1,0,4,1,0,2,1,7,1,0,5,10,9,2,8,0
603,7,1,0,4,3,1,0,2,2,0,1,5,5,10,4,4,2
604,2,0,0,4,3,0,1,0,5,1,0,6,3,8,9,5,2
605,8,1,0,4,5,1,2,3,2,0,0,5,6,2,5,1,1
606,5,0,0,4,8,0,0,1,4,1,0,7,1,3,6,2,2
607,2,0,0,4,4,1,1,2,4,0,0,3,6,1,6,1,1
608,7,1,0,4,7,0,2,0,1,1,0,8,7,4,9,9,0
609,0,0,0,4,8,1,0,3,2,0,0,7,1,10,4,6,2
610,8,1,1,4,1,0,1,1,5,1,2,5,7,6,2,2,1
611,7,1,0,4,3,1,2,2,2,0,0,6,7,1,9,2,1
612,4,0,0,4,5,0,0,0,5,1,0,10,10,6,1,3,1
613,8,1,0,4,3,1,1,3,3,0,2,10,4,9,6,5,2
614,7,1,0,4,6,0,2,1,1,1,0,4,3,1,5,4,2
615,6,0,0,4,8,1,0,2,6,0,0,3,4,9,3,6,2
616,4,0,0,4,9,0,1,0,6,1,0,10,6,3,8,6,1
617,7,1,0,4,4,1,2,3,6,0,0,7,5,1,9,6,0
618,2,0,0,4,2,0,0,1,7,1,0,9,6,6,4,2,1
619,5,0,0,4,10,1,1,2,2,0,0,5,9,8,3,1,1
620,7,1,1,4,7,0,2,0,1,1,0,5,8,7,10,3,1
621,5,0,0,4,4,1,0,3,4,0,0,6,6,3,2,5,1
622,4,0,0,4,3,0,1,1,3,1,0,10,9,9,2,2,1
623,7,1,0,4,7,1,2,2,4,0,0,7,5,4,7,1,2
624,10,2,1,4,3,0,0,0,9,1,2,3,9,3,1,7,0
625,9,2,0,4,6,0,0,3,8,0,2,6,7,9,3,9,0
626,7,1,1,4,4,0,2,1,6,1,0,4,6,4,6,10,0
627,6,0,0,4,6,1,0,2,6,0,0,8,3,10,5,2,2
628,4,0,0,4,7,0,1,0,7,1,0,2,7,1,5,6,1
629,10,2,0,4,6,0,0,3,6,0,2,1,10,3,10,10,0
630,2,0,0,4,4,0,0,1,5,1,0,7,3,3,8,2,2
631,2,0,0,4,9,1,1,2,5,0,0,8,4,1,8,4,2
632,7,1,0,4,9,0,2,0,3,1,0,8,2,6,8,3,2
633,8,1,0,4,5,1,0,3,4,0,1,6,2,4,3,6,2
634,3,0,0,4,6,0,1,1,5,1,0,5,1,7,4,2,2
635,7,1,0,4,6,1,2,2,4,0,0,5,9,4,8,5,1
636,6,0,0,4,1,0,0,0,1,1,0,8,7,1,2,6,1
637,3,0,0,4,4,1,1,3,3,0,0,4,5,2,7,5,2
638,9,2,1,4,5,0,2,1,1,1,0,8,5,6,2,6,0
639,8,1,0,4,5,1,0,2,4,0,1,10,5,9,1,10,0
640,3,0,0,4,6,0,1,0,6,1,0,5,4,8,6,1,2
641,8,1,0,4,1,1,2,3,2,0,0,7,10,2,4,6,1
642,8,1,1,4,3,0,0,1,6,1,1,10,2,7,1,3,2
643,4,0,0,4,7,1,1,2,5,0,0,6,10,6,4,2,1
644,7,1,0,4,8,0,2,0,4,1,0,6,2,2,6,4,2
645,1,0,0,4,6,1,0,3,2,0,0,4,3,8,10,6,2
646,1,0,0,4,2,0,1,1,3,1,0,6,7,9,7,1,1
647,8,1,0,4,3,1,2,2,4,0,0,8,6,6,3,8,0
648,3,0,0,4,8,0,0,0,1,1,0,9,3,6,1,3,2
649,2,0,0,4,4,1,1,3,1,0,0,10,9,9,1,1,1
650,9,2,0,4,5,0,2,1,3,1,0,6,2,3,2,8,0
651,4,0,0,4,5,1,0,2,2,0,0,1,2,1,7,3,2
652,0,0,0,4,10,0,1,0,5,1,0,10,9,8,7,6,1
653,7,1,0,4,8,1,2,3,1,0,0,7,9,3,8,3,1
654,6,0,0,4,6,0,0,1,5,1,0,1,2,6,10,3,2
655,1,0,0,4,4,1,1,2,1,0,0,8,7,10,7,6,1
656,7,1,0,4,7,0,2,0,1,1,0,7,3,3,6,7,2
657,7,1,0,4,9,1,0,3,2,0,1,9,2,5,2,2,2
658,10,2,1,4,2,0,0,1,7,1,2,5,5,9,9,7,0
659,7,1,0,4,7,1,2,2,7,0,0,8,1,4,7,10,0
660,0,0,0,4,7,0,0,0,5,1,0,8,5,1,1,5,2
661,4,0,0,4,3,1,1,3,1,0,0,2,9,3,2,4,1
662,9,2,0,4,3,0,2,1,1,1,0,8,5,8,6,6,0
663,10,2,0,4,6,0,0,2,7,0,2,5,8,2,6,7,0
664,7,1,1,4,5,0,1,0,2,1,2,6,3,7,3,7,2
665,7,1,0,4,6,1,2,3,6,0,0,8,4,3,1,7,0
666,6,0,0,4,10,0,0,1,1,1,0,5,5,10,7,2,2
667,6,0,0,4,3,1,1,2,1,0,0,2,8,10,3,4,1
668,7,1,0,4,4,0,2,0,7,1,0,7,2,1,1,10,0
669,6,0,0,4,5,1,0,3,1,0,0,8,2,3,10,2,2
670,5,0,0,4,10,0,1,1,3,1,0,10,6,2,4,6,1
671,7,1,0,4,1,1,2,2,6,0,0,7,9,8,8,5,1
672,7,1,1,4,10,0,0,0,3,1,1,7,10,5,9,6,1
673,7,1,0,4,5,1,1,3,6,0,2,3,1,4,8,7,2
674,9,2,0,4,9,0,2,1,4,1,0,7,1,4,8,4,2
675,3,0,0,4,10,1,0,2,1,0,0,7,3,2,7,3,2
676,10,2,1,4,1,0,0,0,7,1,2,1,1,5,7,8,0
677,7,1,0,4,7,1,2,3,7,0,0,5,6,3,9,3,1
678,8,1,1,4,1,0,0,1,3,1,1,3,8,2,2,2,1
679,6,0,0,4,9,1,1,2,6,0,0,7,6,1,7,6,0
680,7,1,0,4,9,0,2,0,4,1,0,8,2,6,5,1,2
681,9,2,0,4,5,0,0,3,9,0,2,1,8,3,1,8,0
682,10,2,1,4,7,0,0,1,5,1,2,9,10,1,5,10,0
683,7,1,0,4,3,1,2,2,4,0,0,5,7,6,2,7,0
684,9,2,1,4,10,0,0,0,6,1,2,4,5,6,9,10,0
685,10,2,0,4,5,0,0,3,9,0,2,2,6,6,5,9,0
686,9,2,0,4,10,0,2,1,1,1,0,7,3,8,8,2,2
687,0,0,0,4,2,1,0,2,6,0,0,4,3,2,9,2,2
688,10,2,1,4,8,0,0,0,8,1,2,10,4,5,3,10,0
689,7,1,0,4,8,1,2,3,1,0,0,5,8,7,3,6,1
690,2,0,0,4,8,0,0,1,7,1,0,4,6,5,7,4,1
691,7,1,0,4,5,1,1,2,7,0,2,4,1,5,1,10,0
692,7,1,0,4,4,0,2,0,7,1,0,4,10,5,3,6,1
693,0,0,0,4,1,1,0,3,7,0,0,6,7,7,10,1,1
694,5,0,0,4,3,0,1,1,4,1,0,4,6,4,4,2,1
695,7,1,0,4,10,1,2,2,5,0,0,7,9,5,9,2,1
696,10,2,1,4,4,0,0,0,6,1,2,5,7,7,2,9,0
697,3,0,0,4,6,1,1,3,4,0,0,2,9,4,1,4,1
698,9,2,0,4,8,0,2,1,7,1,0,8,9,1,7,2,1
699,0,0,0,4,9,1,0,2,3,0,0,5,9,4,4,6,1
700,4,0,0,4,2,0,1,0,3,1,0,2,8,6,5,4,1
701,7,1,0,4,5,1,2,3,3,0,0,5,9,2,3,1,1
702,5,0,0,4,7,0,0,1,5,1,0,10,10,8,9,1,1
703,3,0,0,4,4,1,1,2,7,0,0,3,10,4,7,2,1
704,8,1,1,4,6,0,2,0,1,1,0,6,3,4,4,5,2
705,0,0,0,4,7,1,0,3,7,0,0,5,5,4,7,2,2
706,2,0,0,4,6,0,1,1,7,1,0,4,10,2,1,2,1
707,7,1,0,4,8,1,2,2,1,0,0,8,5,8,6,10,0
708,6,0,0,4,6,0,0,0,2,1,0,5,5,6,7,6,2
709,3,0,0,4,1,1,1,3,4,0,0,9,6,5,10,6,2
710,9,2,0,4,6,0,2,1,5,1,0,4,6,4,7,5,0
711,1,0,0,4,3,1,0,2,7,0,0,4,9,6,9,4,1
712,0,0,0,4,8,0,1,0,5,1,0,10,1,9,1,4,2
713,7,1,0,4,9,1,2,3,5,0,0,6,4,1,6,6,0
714,1,0,0,4,7,0,0,1,6,1,0,7,10,7,9,1,1
715,9,2,0,4,5,0,0,2,6,0,2,9,3,8,1,10,0
716,7,1,1,4,7,0,2,0,4,1,0,5,4,7,8,7,0
717,9,2,0,4,6,0,0,3,10,0,2,3,3,5,10,9,0
718,3,0,0,4,2,0,1,1,3,1,0,9,1,7,8,4,2
719,7,1,0,4,7,1,2,2,2,0,0,8,5,8,5,5,2
720,7,1,1,4,8,0,0,0,2,1,1,7,3,2,4,7,2
721,10,2,0,4,7,0,0,3,10,0,2,6,6,3,8,10,0
722,9,2,0,4,9,0,2,1,1,1,0,7,8,2,5,7,0
723,5,0,0,4,9,1,0,2,2,0,0,7,4,9,8,5,2
724,10,2,1,4,5,0,0,0,8,1,2,1,7,1,9,10,0
725,10,2,0,4,6,0,0,3,7,0,2,3,9,9,10,9,0
726,4,0,0,4,4,0,0,1,7,1,0,1,6,3,8,2,1
727,8,1,0,4,3,1,1,2,7,0,2,1,6,8,8,6,0
728,7,1,0,4,9,0,2,0,2,1,0,8,3,2,3,2,2
729,1,0,0,4,6,1,0,3,7,0,0,8,9,2,5,2,1
730,3,0,0,4,1,0,1,1,3,1,0,8,4,1,2,1,2
731,7,1,0,4,3,1,2,2,2,0,0,8,6,2,6,10,0
732,3,0,0,4,2,0,0,0,6,1,0,7,8,5,4,4,1
733,9,2,0,4,6,0,0,3,9,0,2,10,1,9,3,8,0
734,9,2,0,4,7,0,2,1,4,1,0,5,7,8,4,8,0
735,10,2,0,4,5,0,0,2,8,0,2,8,4,9,9,9,0
736,8,1,1,4,10,0,1,0,4,1,2,2,4,2,4,9,0
737,7,1,0,4,10,1,2,3,1,0,0,7,2,9,1,9,0
738,8,1,1,4,4,0,0,1,1,1,1,4,3,7,3,4,2
739,9,2,0,4,6,0,0,2,6,0,2,1,5,2,7,7,0
740,7,1,0,4,6,0,2,0,1,1,0,8,5,6,8,2,2
741,9,2,0,4,6,0,0,3,9,0,2,4,7,5,4,9,0
742,0,0,0,4,5,0,1,1,1,1,0,2,8,4,3,6,1
743,8,1,0,4,5,1,2,2,4,0,0,6,6,3,2,2,1
744,9,2,1,4,3,0,0,0,10,1,2,8,8,1,3,8,0
745,1,0,0,4,5,1,1,3,7,0,0,9,9,2,3,3,1
746,9,2,0,4,4,0,2,1,4,1,0,8,9,5,8,6,0
747,10,2,0,4,7,0,0,2,5,0,2,4,9,1,1,8,0
748,1,0,0,4,8,0,1,0,7,1,0,4,10,4,3,5,1
749,7,1,0,4,10,1,2,3,5,0,0,8,10,8,8,9,0
750,7,1,1,4,5,0,0,1,3,1,1,10,5,7,3,9,0
751,6,0,0,4,9,1,1,2,7,0,0,3,5,7,4,1,1
752,7,1,0,4,5,0,2,0,6,1,0,5,7,3,6,6,0
753,2,0,0,4,4,1,0,3,7,0,0,2,9,7,2,4,1
754,5,0,0,4,4,0,1,1,2,1,0,3,6,4,7,6,1
755,7,1,0,4,7,1,2,2,4,0,0,8,8,9,10,10,0
756,6,0,0,4,9,0,0,0,4,1,0,5,6,6,6,6,1
757,8,1,0,4,2,1,1,3,6,0,2,10,9,3,9,8,0
758,9,2,1,4,5,0,2,1,1,1,0,8,4,10,8,3,2
759,3,0,0,4,4,1,0,2,2,0,0,10,9,8,2,2,1
760,6,0,0,4,6,0,1,0,1,1,0,2,1,4,7,4,2
761,7,1,0,4,10,1,2,3,4,0,0,7,8,5,4,6,1
762,10,2,1,4,8,0,1,1,9,1,2,5,6,10,2,7,0
