,Cust_id,Age,Annual_Income_Lacs,Twitter User,Number of Vehicles,Gender,Married,Daily hours of work,Affluent_Lifestyle,No of Dependents,Urban_residence,Social,Outstation_Travel_last_year,Values
2195,7487,25,24.5,1,1,0,0,9,1,0,1,1,10,0
2196,7061,25,24.5,1,2,0,0,12,1,0,1,1,7,0
2197,751,25,24.5,1,1,0,0,13,0,2,1,1,5,0
2198,7274,25,24.6,1,2,0,1,11,1,6,1,1,5,0
2199,5495,25,24.6,1,5,0,0,10,1,1,1,1,5,0
2200,3599,25,24.7,1,3,0,0,10,0,2,1,1,6,0
2201,2579,25,24.7,1,1,0,0,11,0,2,1,1,9,0
2202,4307,25,24.7,1,3,0,0,12,0,2,1,1,10,0
2203,5129,25,24.8,1,3,0,0,13,0,0,1,1,6,0
2204,5815,25,24.8,1,3,0,0,14,1,0,1,1,5,0
2205,7059,25,24.8,1,4,0,0,9,1,1,1,1,5,0
2206,6299,25,24.9,1,1,0,0,14,1,1,1,1,9,0
2207,3025,25,24.9,1,3,0,0,12,0,2,1,1,6,0
2208,3861,25,24.9,1,4,0,0,13,0,1,1,1,8,0
2209,3473,25,24.9,1,3,0,0,9,0,0,1,1,6,0
2210,3535,25,25.0,1,2,0,0,15,0,2,1,1,10,0
2211,799,25,25.0,1,2,0,0,12,0,1,1,1,10,0
2212,9335,25,25.0,1,5,0,0,15,1,2,1,1,5,0
2213,8265,25,25.0,1,1,0,0,14,1,0,1,1,8,0
2214,5018,25,25.0,1,4,0,1,11,0,1,1,1,5,0
2215,4975,25,25.0,1,2,0,0,11,0,2,1,1,9,0
2216,8391,25,25.0,1,3,0,0,14,1,0,1,1,9,0
2217,3477,25,25.0,1,5,0,0,12,0,1,1,1,6,0
2218,10403,25,25.1,1,2,0,0,13,1,0,1,1,7,0
2219,1383,25,25.1,1,1,0,0,9,0,1,1,1,7,0
2220,9025,25,25.2,1,1,0,0,12,1,1,1,1,9,0
2221,7869,25,25.2,1,4,0,0,10,1,2,1,1,7,0
2222,1455,25,25.2,1,4,0,0,12,0,2,1,1,10,0
2223,2055,25,25.2,1,3,0,0,14,0,1,1,1,8,0
2224,1086,25,25.2,1,4,0,1,14,0,2,1,1,5,0
2225,3653,25,25.3,1,2,0,0,10,0,1,1,1,10,0
2226,2465,25,25.3,1,1,0,0,15,0,2,1,1,8,0
2227,3341,25,25.3,1,1,0,0,13,0,2,1,1,9,0
2228,8223,25,25.3,1,3,0,0,14,1,0,1,1,9,0
2229,985,25,25.3,1,5,0,0,14,0,1,1,1,7,0
2230,8395,25,25.4,1,3,0,0,10,1,2,1,1,7,0
2231,5109,25,25.4,1,4,0,0,13,0,1,1,1,6,0
2232,5595,25,25.4,1,1,0,0,13,1,2,1,1,10,0
2233,6049,25,25.4,1,2,0,0,9,1,0,1,1,8,0
2234,4749,25,25.4,1,1,0,0,12,0,0,1,1,9,0
2235,5875,25,25.4,1,3,0,0,11,1,0,1,1,9,0
2236,2143,25,25.4,1,5,0,0,11,0,1,1,1,7,0
2237,4631,25,25.5,1,1,0,0,14,0,1,1,1,10,0
2238,1467,25,25.5,1,3,0,0,10,0,1,1,1,7,0
2239,2998,25,25.5,1,2,0,1,14,0,8,1,1,8,0
2240,7961,25,25.5,1,5,0,0,9,1,2,1,1,5,0
2241,1071,25,25.5,1,5,0,0,9,0,2,1,1,7,0
2242,8826,25,25.5,1,2,0,1,15,1,2,1,1,7,0
2243,991,25,25.5,1,2,0,0,12,0,1,1,1,6,0
2244,3485,25,25.5,1,4,0,0,12,0,1,1,1,7,0
2245,2007,25,25.5,1,3,0,0,14,0,0,1,1,6,0
2246,9961,25,25.6,1,4,0,0,9,1,1,1,1,10,0
2247,10143,25,25.6,1,5,0,0,15,1,2,1,1,9,0
2248,1105,25,25.7,1,3,0,0,11,0,0,1,1,8,0
2249,8855,25,25.7,1,5,0,0,14,1,0,1,1,9,0
2250,719,25,25.7,1,4,0,0,12,0,2,1,1,9,0
2251,4263,25,25.8,1,4,0,0,13,0,1,1,1,7,0
2252,9353,25,25.8,1,1,0,0,15,1,1,1,1,7,0
2253,4981,25,25.8,1,5,0,0,12,0,1,1,1,10,0
2254,9459,25,25.9,1,2,0,0,14,1,1,1,1,7,0
2255,6861,25,25.9,1,1,0,0,9,1,2,1,1,8,0
2256,8117,25,25.9,1,5,0,0,15,1,0,1,1,7,0
2257,2755,25,25.9,1,3,0,0,11,0,1,1,1,10,0
2258,8953,25,25.9,1,2,0,0,14,1,2,1,1,10,0
2259,1387,25,25.9,1,3,0,0,10,0,2,1,1,7,0
2260,7321,25,25.9,1,1,0,0,14,1,2,1,1,7,0
2261,147,25,26.1,1,2,0,0,12,0,1,1,1,8,0
2262,6629,25,26.1,1,5,0,0,11,1,1,1,1,6,0
2263,1307,25,26.2,1,1,0,0,11,0,0,1,1,5,0
2264,10319,25,26.2,1,2,0,0,15,1,0,1,1,10,0
2265,4787,25,26.2,1,3,0,0,12,0,0,1,1,5,0
2266,6075,25,26.2,1,1,0,0,11,1,0,1,1,6,0
2267,2893,25,26.3,1,4,0,0,10,0,2,1,1,5,0
2268,6221,25,26.3,1,1,0,0,12,1,1,1,1,9,0
2269,4485,25,26.3,1,2,0,0,10,0,2,1,1,6,0
2270,1073,25,26.4,1,5,0,0,12,0,1,1,1,5,0
2271,9069,25,26.4,1,5,0,0,12,1,0,1,1,10,0
2272,9177,25,26.4,1,1,0,0,15,1,1,1,1,9,0
2273,1507,25,26.4,1,5,0,0,12,0,1,1,1,6,0
2274,1339,25,26.4,1,5,0,0,13,0,0,1,1,8,0
2275,2569,25,26.4,1,3,0,0,10,0,0,1,1,10,0
2276,9551,25,26.4,1,4,0,0,13,1,0,1,1,10,0
2277,405,25,26.4,1,5,0,0,11,0,2,1,1,6,0
2278,5728,25,26.4,1,1,0,1,9,1,8,1,1,8,0
2279,7774,25,26.5,1,5,0,1,11,1,5,1,1,10,0
2280,10695,25,26.5,1,5,0,0,14,1,0,1,1,8,0
2281,4759,25,26.6,1,3,0,0,14,0,2,1,1,10,0
2282,7747,25,26.6,1,4,0,0,9,1,0,1,1,10,0
2283,1723,25,26.6,1,5,0,0,9,0,2,1,1,6,0
2284,6557,25,26.6,1,5,0,0,9,1,1,1,1,8,0
2285,6651,25,26.7,1,4,0,0,11,1,0,1,1,6,0
2286,4805,25,26.7,1,1,0,0,12,0,1,1,1,10,0
2287,7701,25,26.7,1,5,0,0,12,1,2,1,1,7,0
2288,3657,25,26.7,1,5,0,0,14,0,1,1,1,5,0
2289,8313,25,26.7,1,1,0,0,12,1,2,1,1,9,0
2290,7097,25,26.8,1,2,0,0,14,1,0,1,1,5,0
2291,6023,25,26.8,1,3,0,0,11,1,2,1,1,7,0
2292,4433,25,26.8,1,4,0,0,9,0,0,1,1,7,0
2293,9995,25,26.9,1,1,0,0,13,1,0,1,1,9,0
2294,2821,25,26.9,1,2,0,0,15,0,1,1,1,9,0
2295,7481,25,26.9,1,3,0,0,15,1,0,1,1,8,0
2296,7569,25,26.9,1,1,0,0,13,1,0,1,1,10,0
2297,2907,25,26.9,1,4,0,0,11,0,1,1,1,7,0
2298,1487,25,27.0,1,3,0,0,12,0,2,1,1,10,0
2299,2839,25,27.0,1,5,0,0,14,0,0,1,1,6,0
2300,7655,25,27.0,1,4,0,0,13,1,1,1,1,7,0
2301,2773,25,27.0,1,3,0,0,10,0,2,1,1,7,0
2302,9738,25,27.0,1,2,0,1,15,1,6,1,1,0,0
2303,2777,25,27.0,1,2,0,0,15,0,1,1,1,6,0
2304,10525,25,27.1,1,2,0,0,13,1,1,1,1,5,0
2305,308,25,27.1,1,2,0,1,13,0,4,1,1,10,0
2306,7785,25,27.1,1,3,0,0,14,1,2,1,1,6,0
2307,3137,25,27.1,1,4,0,0,10,0,1,1,1,5,0
2308,13,25,27.1,1,1,0,0,12,0,2,1,1,9,0
2309,7243,25,27.1,1,3,0,0,14,1,0,1,1,9,0
2310,6191,25,27.2,1,1,0,0,10,1,0,1,1,10,0
2311,9537,25,27.2,1,1,0,0,14,1,1,1,1,5,0
2312,4623,25,27.2,1,2,0,0,10,0,0,1,1,10,0
2313,45,25,27.2,1,5,0,0,14,0,1,1,1,10,0
2314,1023,25,27.2,1,1,0,0,15,0,1,1,1,6,0
2315,9243,25,27.2,1,5,0,1,13,1,5,1,1,1,0
2316,1899,25,27.3,1,5,0,0,12,0,1,1,1,6,0
2317,1459,25,27.3,1,3,0,0,15,0,0,1,1,5,0
2318,4245,25,27.3,1,4,0,0,10,0,0,1,1,9,0
2319,1721,25,27.3,1,5,0,0,12,0,2,1,1,8,0
2320,337,25,27.3,1,3,0,0,9,0,1,1,1,9,0
2321,7919,25,27.3,1,1,0,0,14,1,2,1,1,5,0
2322,6911,25,27.3,1,5,0,0,13,1,2,1,1,8,0
2323,6601,25,27.4,1,3,0,0,10,1,0,1,1,9,0
2324,2277,25,27.4,1,1,0,0,9,0,2,1,1,6,0
2325,1235,25,27.5,1,4,0,0,11,0,1,1,1,5,0
2326,2605,25,27.5,1,1,0,0,10,0,0,1,1,5,0
2327,5641,25,27.5,1,1,0,0,9,1,0,1,1,10,0
2328,3571,25,27.6,1,3,0,0,13,0,0,1,1,8,0
2329,2025,25,27.6,1,2,0,0,9,0,0,1,1,7,0
2330,1093,25,27.6,1,1,0,0,10,0,1,1,1,9,0
2331,3881,25,27.7,1,1,0,0,14,0,1,1,1,10,0
2332,4181,25,27.7,1,4,0,0,11,0,0,1,1,10,0
2333,4717,25,27.7,1,3,0,0,11,0,1,1,1,7,0
2334,10867,25,27.7,1,4,0,0,10,1,2,1,1,8,0
2335,3799,25,27.7,1,1,0,0,9,0,0,1,1,7,0
2336,4743,25,27.8,1,2,0,0,10,0,1,1,1,6,0
2337,305,25,27.8,1,5,0,0,14,0,0,1,1,7,0
2338,8773,25,27.8,1,1,0,0,13,1,1,1,1,10,0
2339,8687,25,27.9,1,4,0,0,10,1,2,1,1,7,0
2340,3480,25,27.9,1,4,0,1,12,0,2,1,1,1,0
2341,2133,25,27.9,1,4,0,0,9,0,2,1,1,9,0
2342,437,25,27.9,1,2,0,0,14,0,1,1,1,5,0
2343,4647,25,27.9,1,4,0,0,15,0,1,1,1,5,0
2344,10655,25,27.9,1,4,0,0,10,1,1,1,1,8,0
2345,3173,25,28.0,1,4,0,0,14,0,1,1,1,8,0
2346,3289,25,28.0,1,4,0,0,15,0,0,1,1,10,0
2347,7485,25,28.0,1,3,0,0,12,1,2,1,1,8,0
2348,429,25,28.0,1,2,0,0,9,0,0,1,1,10,0
2349,7429,25,28.0,1,5,0,0,14,1,1,1,1,5,0
2350,3931,25,28.1,1,5,0,0,9,0,0,1,1,9,0
2351,4589,25,28.1,1,3,0,0,13,0,2,1,1,8,0
2352,8937,25,28.1,1,3,0,0,12,1,0,1,1,5,0
2353,4861,25,28.1,1,2,0,0,12,0,1,1,1,9,0
2354,10861,25,28.1,1,2,0,0,12,1,1,1,1,7,0
2355,4453,25,28.1,1,5,0,1,14,0,1,1,1,2,0
2356,6051,25,28.2,1,5,0,0,15,1,2,1,1,5,0
2357,169,25,28.2,1,2,0,0,13,0,1,1,1,5,0
2358,9553,25,28.2,1,4,0,0,12,1,1,1,1,10,0
2359,2333,25,28.2,1,3,0,0,13,0,0,1,1,10,0
2360,6559,25,28.2,1,4,0,0,15,1,2,1,1,7,0
2361,9085,25,28.2,1,3,0,0,13,1,2,1,1,9,0
2362,6033,25,28.2,1,5,0,0,14,1,0,1,1,9,0
2363,303,25,28.3,1,4,0,0,11,0,0,1,1,6,0
2364,10134,25,28.3,1,4,0,1,9,1,4,1,1,5,0
2365,2573,25,28.3,1,2,0,0,12,0,2,1,1,6,0
2366,9987,25,28.3,1,4,0,0,11,1,2,1,1,5,0
2367,7447,25,28.3,1,2,0,0,12,1,0,1,1,8,0
2368,3175,25,28.3,1,2,0,0,14,0,2,1,1,6,0
2369,2677,25,28.4,1,4,0,0,9,0,0,1,1,6,0
2370,8523,25,28.4,1,1,0,0,12,1,2,1,1,5,0
2371,10237,25,28.5,1,3,0,0,14,1,1,1,1,8,0
2372,1871,25,28.5,1,3,0,0,12,0,1,1,1,8,0
2373,10792,25,28.6,1,5,0,1,14,1,8,1,1,6,0
2374,3017,25,28.6,1,1,0,0,11,0,1,1,1,9,0
2375,3515,25,28.6,1,2,0,0,15,0,2,1,1,9,0
2376,9819,25,28.6,1,1,0,0,15,1,1,1,1,10,0
2377,861,25,28.6,1,4,0,0,10,0,0,1,1,9,0
2378,8993,25,28.7,1,5,0,0,15,1,0,1,1,7,0
2379,4811,25,28.7,1,2,0,0,13,0,0,1,1,5,0
2380,5575,25,28.7,1,3,0,0,13,1,2,1,1,6,0
2381,3419,25,28.7,1,3,0,0,12,0,1,1,1,9,0
2382,2253,25,28.7,1,1,0,0,15,0,0,1,1,6,0
2383,1983,25,28.8,1,2,0,0,10,0,1,1,1,8,0
2384,5667,25,28.8,1,1,0,0,15,1,2,1,1,9,0
2385,3453,25,28.8,1,5,0,0,12,0,0,1,1,9,0
2386,10102,25,28.8,1,3,0,1,12,1,7,1,1,1,0
2387,2205,25,28.8,1,1,0,0,9,0,2,1,1,6,0
2388,7933,25,28.8,1,1,0,0,10,1,2,1,1,5,0
2389,4667,25,28.8,1,5,0,0,13,0,0,1,1,5,0
2390,10221,25,28.8,1,3,0,0,9,1,1,1,1,7,0
2391,5035,25,28.8,1,2,0,0,15,0,1,1,1,6,0
2392,725,25,28.9,1,2,0,0,13,0,0,1,1,8,0
2393,1377,25,28.9,1,3,0,0,10,0,0,1,1,6,0
2394,6701,25,28.9,1,4,0,0,13,1,0,1,1,5,0
2395,2563,25,29.0,1,4,0,0,11,0,0,1,1,8,0
2396,5281,25,29.0,1,3,0,0,9,0,0,1,1,9,0
2397,6725,25,29.0,1,2,0,0,9,1,0,1,1,5,0
2398,7389,25,29.0,1,1,0,0,12,1,1,1,1,7,0
2399,5975,25,29.0,1,3,0,0,12,1,2,1,1,8,0
2400,10527,25,29.0,1,2,0,0,13,1,2,1,1,7,0
2401,2411,25,29.0,1,4,0,0,12,0,0,1,1,9,0
2402,10827,25,29.1,1,1,0,0,11,1,0,1,1,5,0
2403,4980,25,29.1,1,2,0,1,13,0,6,1,1,0,0
2404,6025,25,29.1,1,3,0,0,14,1,2,1,1,6,0
2405,9203,25,29.1,1,3,0,0,15,1,1,1,1,5,0
2406,4063,25,29.1,1,4,0,0,12,0,0,1,1,7,0
2407,5723,25,29.2,1,1,0,0,15,1,2,1,1,8,0
2408,10493,25,29.2,1,3,0,0,12,1,2,1,1,7,0
2409,10789,25,29.2,1,4,0,0,12,1,0,1,1,6,0
2410,1417,25,29.2,1,5,0,0,11,0,0,1,1,6,0
2411,873,25,29.2,1,2,0,0,13,0,1,1,1,5,0
2412,3269,25,29.2,1,1,0,0,12,0,2,1,1,5,0
2413,9023,25,29.2,1,3,0,0,12,1,2,1,1,8,0
2414,9175,25,29.3,1,4,0,0,10,1,0,1,1,7,0
2415,4309,25,29.3,1,1,0,0,12,0,2,1,1,8,0
2416,5611,25,29.3,1,1,0,0,15,1,0,1,1,10,0
2417,4625,25,29.3,1,5,0,0,13,0,0,1,1,8,0
2418,8831,25,29.4,1,4,0,0,14,1,1,1,1,9,0
2419,449,25,29.4,1,5,0,0,9,0,2,1,1,5,0
2420,3170,25,29.4,1,5,0,1,9,0,4,1,1,1,0
2421,5897,25,29.4,1,2,0,0,13,1,1,1,1,6,0
2422,8867,25,29.5,1,4,0,1,15,1,5,1,1,2,0
2423,7801,25,29.5,1,1,0,0,14,1,2,1,1,7,0
2424,6365,25,29.5,1,3,0,0,9,1,0,1,1,10,0
2425,9319,25,29.5,1,5,0,0,15,1,1,1,1,7,0
2426,7779,25,29.6,1,4,0,0,12,1,1,1,1,6,0
2427,2863,25,29.6,1,4,0,0,12,0,1,1,1,10,0
2428,5079,25,29.6,1,2,0,0,10,0,2,1,1,8,0
2429,7703,25,29.6,1,3,0,0,12,1,2,1,1,6,0
2430,1045,25,29.7,1,1,0,0,14,0,1,1,1,5,0
2431,7971,25,29.7,1,2,0,0,14,1,1,1,1,8,0
2432,5295,25,29.7,1,3,0,0,14,0,2,1,1,6,0
2433,5307,25,29.8,1,1,0,0,10,0,0,1,1,8,0
2434,2991,25,29.9,1,1,0,0,9,0,2,1,1,9,0
2435,4537,25,29.9,1,2,0,0,10,0,1,1,1,8,0
2436,8071,25,29.9,1,5,0,0,9,1,0,1,1,5,0
2437,8105,25,29.9,1,2,0,0,12,1,2,1,1,7,0
2438,9239,25,29.9,1,2,0,0,12,1,2,1,1,10,0
2439,4415,25,29.9,1,5,0,0,9,0,2,1,1,5,0
2440,8735,25,30.0,1,1,0,0,12,1,2,1,1,10,0
2441,529,25,30.0,1,2,0,0,9,0,0,1,1,9,0
2442,1163,26,0.6,1,1,0,1,9,0,7,1,1,3,2
2443,7665,26,0.6,1,1,0,1,11,1,4,1,1,0,2
2444,615,26,0.8,1,3,0,1,15,0,4,1,1,2,0
2445,2380,26,1.1,1,2,0,1,10,0,5,1,1,6,0
2446,2102,26,1.2,1,3,0,1,15,0,6,1,1,5,0
2447,2919,26,1.5,1,4,0,1,9,0,1,1,1,1,0
2448,570,26,2.0,1,3,0,1,10,0,2,1,1,9,0
2449,8578,26,2.0,1,2,0,1,12,1,1,1,1,10,0
2450,2260,26,2.3,1,2,0,1,13,0,6,1,1,6,0
2451,102,26,2.4,1,4,0,1,13,0,1,1,1,2,0
2452,3462,26,3.1,1,3,0,1,12,0,5,1,1,4,0
2453,9338,26,3.4,1,2,0,1,13,1,1,1,1,9,0
2454,7369,26,3.7,1,2,0,1,10,1,1,1,1,1,0
2455,6116,26,4.1,1,5,0,1,15,1,6,1,1,1,0
2456,8382,26,4.6,1,1,0,1,12,1,4,1,1,9,0
2457,533,26,5.2,1,3,0,1,11,0,4,1,1,4,0
2458,4331,26,5.2,1,3,0,1,9,0,1,1,1,1,0
2459,4473,26,5.7,1,1,0,1,12,0,2,1,1,4,0
2460,4070,26,6.1,1,2,0,1,10,0,4,1,1,8,0
2461,8176,26,6.1,1,3,0,1,13,1,3,1,1,5,0
2462,5756,26,7.4,1,3,0,1,9,1,2,1,1,10,0
2463,1192,26,7.5,1,2,0,1,12,0,5,1,1,2,0
2464,5412,26,7.9,1,3,0,1,12,0,2,1,1,3,0
2465,5036,26,7.9,1,5,0,1,14,0,5,1,1,7,0
2466,826,26,8.0,1,2,0,1,9,0,3,1,1,6,0
2467,3422,26,8.2,1,4,0,1,15,0,5,1,1,1,0
2468,2371,26,8.3,1,1,0,1,13,0,6,1,1,3,0
2469,9946,26,8.4,1,3,0,1,14,1,6,1,1,6,0
2470,10804,26,8.5,1,1,0,1,12,1,6,1,1,2,0
2471,2265,26,8.9,1,2,0,1,12,0,4,1,1,3,0
2472,6164,26,8.9,1,2,0,1,9,1,1,1,1,2,0
2473,8157,26,8.9,1,1,0,1,10,1,6,1,1,3,0
2474,596,26,10.1,1,5,0,1,12,0,5,1,1,0,0
2475,10824,26,10.4,1,3,0,1,11,1,5,1,1,10,0
2476,10070,26,10.6,1,1,0,1,12,1,7,1,1,10,0
2477,6611,26,10.6,1,1,0,1,15,1,7,1,1,1,0
2478,2476,26,11.3,1,5,0,1,13,0,2,1,1,9,0
2479,7638,26,12.4,1,4,0,1,12,1,7,1,1,0,0
2480,2560,26,12.8,1,4,0,1,14,0,2,1,1,1,0
2481,5583,26,13.4,1,3,0,1,12,1,2,1,1,4,0
2482,7195,26,14.1,1,2,0,1,12,1,5,1,1,0,0
2483,1090,26,14.2,1,3,0,1,10,0,5,1,1,9,0
2484,4066,26,14.7,1,4,0,1,13,0,5,1,1,7,0
2485,7199,26,14.8,1,3,0,1,12,1,2,1,1,1,0
2486,727,26,15.0,1,3,0,0,12,0,1,1,1,7,0
2487,1577,26,15.0,1,3,0,0,14,0,1,1,1,5,0
2488,1595,26,15.0,1,4,0,0,10,0,1,1,1,10,0
2489,6853,26,15.0,1,3,0,0,14,1,1,1,1,9,0
2490,9423,26,15.2,1,1,0,0,15,1,1,1,1,10,0
2491,1159,26,15.2,1,4,0,0,9,0,1,1,1,8,0
2492,3139,26,15.2,1,4,0,0,10,0,0,1,1,5,0
2493,7019,26,15.2,1,5,0,0,11,1,1,1,1,8,0
2494,8567,26,15.2,1,4,0,0,15,1,2,1,1,6,0
2495,2489,26,15.2,1,2,0,0,12,0,0,1,1,7,0
2496,8509,26,15.3,1,1,0,0,12,1,1,1,1,9,0
2497,5491,26,15.3,1,1,0,0,10,1,1,1,1,9,0
2498,3123,26,15.3,1,3,0,0,9,0,1,1,1,7,0
2499,6183,26,15.3,1,5,0,0,13,1,0,1,1,9,0
2500,9101,26,15.3,1,1,0,0,14,1,1,1,1,10,0
2501,4101,26,15.3,1,2,0,0,11,0,1,1,1,5,0
2502,6773,26,15.4,1,4,0,0,14,1,1,1,1,10,0
2503,803,26,15.4,1,1,0,0,14,0,1,1,1,5,0
2504,1157,26,15.4,1,5,0,0,12,0,2,1,1,8,0
2505,5535,26,15.4,1,5,0,0,14,1,2,1,1,6,0
2506,6135,26,15.5,1,5,0,0,11,1,2,1,1,5,0
2507,9697,26,15.5,1,3,0,0,11,1,1,1,1,6,0
2508,5015,26,15.5,1,4,0,0,10,0,0,1,1,6,0
2509,8963,26,15.5,1,1,0,0,12,1,0,1,1,8,0
2510,2245,26,15.5,1,3,0,0,11,0,0,1,1,5,0
2511,10549,26,15.5,1,2,0,0,14,1,0,1,1,8,0
2512,9655,26,15.5,1,3,0,0,13,1,2,1,1,8,0
2513,1080,26,15.6,1,1,0,1,12,0,1,1,1,0,0
2514,4107,26,15.6,1,1,0,0,12,0,1,1,1,8,0
2515,3793,26,15.6,1,4,0,0,10,0,2,1,1,7,0
2516,4815,26,15.7,1,5,0,0,12,0,2,1,1,5,0
2517,5881,26,15.7,1,3,0,0,12,1,1,1,1,7,0
2518,4163,26,15.7,1,5,0,0,10,0,0,1,1,9,0
2519,6891,26,15.7,1,3,0,0,13,1,1,1,1,9,0
2520,5677,26,15.7,1,1,0,0,15,1,1,1,1,8,0
2521,4657,26,15.7,1,3,0,1,15,0,1,1,1,3,0
2522,1091,26,15.8,1,2,0,0,13,0,1,1,1,9,0
2523,4883,26,15.8,1,5,0,0,14,0,1,1,1,7,0
2524,5731,26,15.8,1,2,0,0,14,1,0,1,1,10,0
2525,8347,26,15.9,1,2,0,0,15,1,2,1,1,10,0
2526,5054,26,15.9,1,4,0,1,13,0,5,1,1,5,0
2527,7657,26,15.9,1,2,0,0,12,1,2,1,1,5,0
2528,3425,26,15.9,1,1,0,0,13,0,1,1,1,9,0
2529,9693,26,15.9,1,1,0,0,11,1,2,1,1,9,0
2530,2939,26,16.0,1,2,0,0,13,0,2,1,1,9,0
2531,4215,26,16.0,1,5,0,0,9,0,0,1,1,6,0
2532,7849,26,16.0,1,1,0,0,13,1,1,1,1,8,0
2533,7239,26,16.0,1,3,0,0,13,1,2,1,1,7,0
2534,5985,26,16.0,1,3,0,0,12,1,0,1,1,5,0
2535,9563,26,16.0,1,4,0,0,12,1,0,1,1,8,0
2536,6715,26,16.0,1,2,0,1,13,1,5,1,1,3,0
2537,8651,26,16.1,1,4,0,0,12,1,0,1,1,7,0
2538,6253,26,16.1,1,1,0,0,10,1,2,1,1,9,0
2539,4862,26,16.1,1,3,0,1,12,0,5,1,1,9,0
2540,2933,26,16.1,1,2,0,0,13,0,2,1,1,5,0
2541,3613,26,16.1,1,4,0,0,14,0,1,1,1,9,0
2542,4500,26,16.2,1,5,0,1,11,0,3,1,1,4,0
2543,5557,26,16.2,1,2,0,0,9,1,0,1,1,8,0
2544,9141,26,16.2,1,2,0,0,12,1,1,1,1,6,0
2545,1535,26,16.3,1,1,0,0,11,0,0,1,1,5,0
2546,3947,26,16.3,1,4,0,0,9,0,2,1,1,8,0
2547,4695,26,16.3,1,1,0,0,12,0,1,1,1,5,0
2548,4557,26,16.3,1,1,0,0,11,0,2,1,1,9,0
2549,8537,26,16.3,1,4,0,0,13,1,2,1,1,9,0
2550,5989,26,16.3,1,5,0,0,11,1,0,1,1,10,0
2551,6933,26,16.4,1,2,0,0,13,1,1,1,1,9,0
2552,2831,26,16.4,1,2,0,0,12,0,0,1,1,7,0
2553,10187,26,16.4,1,3,0,0,14,1,0,1,1,5,0
2554,10083,26,16.4,1,1,0,0,9,1,1,1,1,6,0
2555,8909,26,16.4,1,1,0,0,12,1,1,1,1,10,0
2556,2139,26,16.5,1,1,0,0,14,0,1,1,1,10,0
2557,2593,26,16.5,1,4,0,0,12,0,2,1,1,9,0
2558,8499,26,16.5,1,2,0,0,14,1,1,1,1,10,0
2559,7737,26,16.5,1,3,0,1,13,1,2,1,1,2,0
2560,7819,26,16.5,1,5,0,0,10,1,0,1,1,9,0
2561,10359,26,16.5,1,4,0,0,11,1,1,1,1,7,0
2562,1659,26,16.6,1,1,0,0,10,0,1,1,1,10,0
2563,5593,26,16.6,1,4,0,0,11,1,2,1,1,9,0
2564,8979,26,16.7,1,1,0,0,9,1,2,1,1,9,0
2565,9811,26,16.7,1,3,0,0,11,1,0,1,1,5,0
2566,10501,26,16.8,1,4,0,0,13,1,2,1,1,7,0
2567,8549,26,16.8,1,3,0,0,10,1,2,1,1,7,0
2568,5915,26,16.9,1,3,0,0,13,1,0,1,1,8,0
2569,6535,26,16.9,1,3,0,0,12,1,2,1,1,9,0
2570,8392,26,16.9,1,4,0,1,9,1,6,1,1,3,0
2571,3,26,17.0,1,5,0,0,15,0,1,1,1,9,0
2572,6095,26,17.0,1,5,0,0,12,1,0,1,1,7,0
2573,7045,26,17.1,1,5,0,0,13,1,1,1,1,9,0
2574,85,26,17.1,1,5,0,0,13,0,1,1,1,7,0
2575,4049,26,17.1,1,5,0,0,15,0,0,1,1,7,0
2576,4001,26,17.1,1,3,0,0,12,0,0,1,1,5,0
2577,597,26,17.1,1,5,0,0,12,0,0,1,1,5,0
2578,5381,26,17.1,1,3,0,0,15,0,1,1,1,10,0
2579,6241,26,17.2,1,1,0,0,15,1,1,1,1,10,0
2580,9447,26,17.2,1,4,0,0,12,1,1,1,1,9,0
2581,9929,26,17.2,1,1,0,0,15,1,2,1,1,5,0
2582,5055,26,17.2,1,2,0,1,13,0,4,1,1,4,0
2583,3669,26,17.2,1,4,0,0,11,0,2,1,1,6,0
2584,4327,26,17.2,1,3,0,0,9,0,1,1,1,9,0
2585,9675,26,17.2,1,3,0,0,13,1,1,1,1,6,0
2586,1243,26,17.2,1,2,0,0,12,0,1,1,1,6,0
2587,1799,26,17.3,1,1,0,0,14,0,2,1,1,10,0
2588,8699,26,17.3,1,3,0,0,10,1,2,1,1,7,0
2589,4693,26,17.3,1,4,0,0,13,0,2,1,1,9,0
2590,4439,26,17.4,1,3,0,0,13,0,1,1,1,8,0
2591,10777,26,17.4,1,3,0,0,13,1,0,1,1,8,0
2592,10775,26,17.4,1,2,0,0,11,1,2,1,1,8,0
2593,6871,26,17.4,1,1,0,0,9,1,0,1,1,10,0
2594,10471,26,17.4,1,1,0,0,14,1,1,1,1,6,0
2595,4887,26,17.4,1,5,0,0,9,0,0,1,1,5,0
2596,2439,26,17.4,1,1,0,0,15,0,2,1,1,6,0
2597,9805,26,17.5,1,3,0,0,14,1,0,1,1,6,0
2598,1353,26,17.5,1,4,0,0,12,0,2,1,1,7,0
2599,421,26,17.5,1,1,0,0,12,0,0,1,1,8,0
2600,7117,26,17.5,1,5,0,0,11,1,2,1,1,5,0
2601,131,26,17.6,1,2,0,0,15,0,0,1,1,8,0
2602,4019,26,17.6,1,4,0,0,15,0,0,1,1,7,0
2603,5089,26,17.6,1,4,0,0,9,0,0,1,1,6,0
